n_tokens,n_chars,n_lines,valid_chunk
112,356,7,False
111,322,5,False
96,333,5,False
91,308,5,False
151,461,7,True
85,311,8,False
149,475,10,True
89,327,8,False
83,319,6,False
87,314,5,False
83,316,5,False
88,332,5,False
97,365,6,False
90,334,5,False
87,344,5,False
89,325,5,False
451,1538,32,True
87,309,8,False
91,499,8,False
90,328,5,False
97,335,6,False
104,310,5,False
105,342,5,False
105,344,6,False
106,335,6,False
104,344,5,False
112,353,6,False
323,1054,16,True
81,304,6,False
97,311,7,False
83,331,6,False
93,340,7,False
100,327,7,False
88,320,7,False
94,324,7,False
99,332,7,False
90,302,8,False
102,361,8,False
91,332,8,False
84,321,7,False
90,312,7,False
98,340,7,False
102,339,9,False
89,347,7,False
112,334,7,False
95,345,7,False
92,338,7,False
97,336,7,False
93,307,7,False
463,1655,40,True
277,908,20,True
89,332,8,False
86,334,8,False
91,333,7,False
97,331,7,False
95,331,7,False
86,309,7,False
90,316,8,False
96,324,7,False
88,330,7,False
99,329,8,False
102,342,9,False
90,309,7,False
95,349,7,False
89,316,7,False
87,315,7,False
79,309,5,False
99,312,6,False
130,455,10,True
346,1141,27,True
91,499,8,False
213,743,17,True
91,304,10,False
78,303,6,False
81,307,6,False
91,345,7,False
93,316,7,False
102,348,8,False
97,346,7,False
90,342,7,False
104,339,9,False
98,343,7,False
87,314,6,False
95,321,7,False
86,302,7,False
98,328,9,False
89,314,7,False
93,313,6,False
98,340,9,False
94,305,6,False
92,305,8,False
111,336,8,False
88,313,8,False
91,313,7,False
82,302,7,False
90,309,8,False
94,325,8,False
88,317,8,False
87,308,7,False
390,1282,28,True
96,344,8,False
89,308,8,False
88,316,7,False
94,309,8,False
78,312,7,False
90,311,7,False
102,322,7,False
94,333,8,False
231,799,21,True
105,411,10,False
86,338,9,False
85,331,7,False
96,317,7,False
88,318,7,False
90,301,8,False
91,334,7,False
100,334,8,False
88,303,8,False
89,306,6,False
108,321,8,False
106,354,8,False
97,360,7,False
92,321,7,False
96,331,7,False
91,336,7,False
86,301,8,False
92,314,7,False
92,310,7,False
96,329,8,False
101,322,7,False
94,332,7,False
99,311,8,False
89,340,7,False
102,337,9,False
94,311,6,False
86,301,7,False
575,1765,43,True
100,327,8,False
91,499,8,False
82,302,6,False
96,342,7,False
86,319,8,False
104,340,7,False
97,345,7,False
86,325,8,False
91,307,7,False
99,328,9,False
82,302,7,False
85,302,7,False
97,351,8,False
99,320,7,False
91,323,8,False
90,320,7,False
90,315,7,False
98,341,9,False
95,337,7,False
99,308,7,False
88,312,8,False
85,310,7,False
95,303,7,False
92,301,7,False
93,335,8,False
97,344,7,False
95,344,8,False
100,308,8,False
91,321,7,False
98,329,7,False
86,312,7,False
94,318,7,False
105,341,8,False
87,316,7,False
87,303,7,False
88,303,7,False
112,349,8,False
91,316,8,False
101,337,8,False
101,305,7,False
89,303,7,False
103,349,8,False
103,330,7,False
93,325,6,False
96,311,6,False
95,312,7,False
110,345,8,False
95,312,7,False
112,347,8,False
99,313,7,False
103,340,8,False
96,348,9,False
106,340,7,False
106,332,7,False
105,321,7,False
116,339,8,False
101,341,7,False
89,323,7,False
98,345,8,False
97,339,7,False
103,326,9,False
94,326,8,False
94,316,8,False
108,353,7,False
87,301,8,False
87,319,8,False
100,331,7,False
112,339,9,False
101,346,7,False
98,326,7,False
83,303,7,False
96,308,7,False
95,322,8,False
89,306,8,False
90,314,7,False
84,331,7,False
97,367,6,False
101,349,6,False
77,331,5,False
95,339,6,False
90,320,6,False
81,313,6,False
91,499,8,False
116,395,12,False
142,411,15,True
87,319,8,False
96,343,7,False
96,336,7,False
89,307,6,False
99,334,7,False
82,311,7,False
84,320,7,False
103,351,8,False
87,313,7,False
84,315,6,False
88,310,7,False
103,353,8,False
97,301,7,False
86,301,6,False
92,326,8,False
92,345,7,False
88,320,7,False
97,337,9,False
93,347,7,False
99,340,7,False
97,343,7,False
100,350,7,False
94,350,7,False
246,893,19,True
205,731,15,True
366,1317,29,True
431,1395,30,True
158,540,16,True
81,317,7,False
91,499,8,False
95,305,8,False
100,328,7,False
98,327,7,False
88,320,7,False
88,324,6,False
84,308,7,False
94,315,7,False
97,305,7,False
97,345,7,False
88,313,8,False
88,332,7,False
88,305,7,False
91,322,7,False
96,329,8,False
84,321,7,False
91,321,7,False
91,327,7,False
87,337,7,False
88,317,9,False
88,306,7,False
88,318,7,False
91,312,6,False
99,340,7,False
99,350,7,False
98,356,6,False
98,329,5,False
101,330,5,False
96,331,5,False
101,336,5,False
98,330,5,False
91,325,7,False
96,310,8,False
90,308,7,False
88,310,7,False
82,303,7,False
92,322,7,False
91,319,7,False
98,316,10,False
103,357,7,False
95,335,8,False
87,308,6,False
101,327,7,False
92,317,7,False
90,314,7,False
92,317,7,False
91,320,7,False
390,1301,29,True
97,398,11,False
102,402,10,False
151,482,11,True
151,515,11,True
183,686,15,True
102,351,8,False
85,313,6,False
94,314,7,False
91,330,7,False
90,325,7,False
94,338,7,False
99,345,7,False
93,331,7,False
92,304,8,False
95,338,7,False
99,330,7,False
97,510,9,False
84,302,7,False
80,304,7,False
87,313,6,False
96,330,7,False
97,348,8,False
93,332,7,False
84,319,7,False
86,330,7,False
84,322,7,False
83,316,7,False
93,340,7,False
85,314,7,False
92,346,7,False
134,475,10,True
95,343,9,False
107,360,8,False
100,341,8,False
96,328,6,False
87,304,5,False
98,332,6,False
98,301,7,False
96,319,6,False
98,320,8,False
90,301,7,False
97,306,7,False
114,326,8,False
100,321,7,False
98,322,7,False
95,332,6,False
97,332,5,False
91,338,5,False
87,308,6,False
93,334,7,False
94,350,7,False
92,327,7,False
102,340,7,False
99,343,7,False
89,324,7,False
93,339,8,False
91,316,9,False
98,302,9,False
109,336,8,False
83,303,7,False
92,345,7,False
83,319,7,False
102,335,7,False
88,351,7,False
88,344,6,False
86,301,6,False
91,317,7,False
92,313,6,False
99,334,7,False
95,337,7,False
88,304,6,False
94,320,7,False
81,307,6,False
91,312,7,False
97,343,7,False
96,327,7,False
79,310,6,False
82,310,7,False
83,344,7,False
88,314,7,False
90,321,7,False
88,322,7,False
89,335,7,False
91,322,7,False
86,323,7,False
82,302,6,False
91,499,8,False
91,323,8,False
93,336,7,False
89,335,7,False
95,325,7,False
103,328,7,False
102,320,6,False
103,352,7,False
95,309,7,False
89,306,7,False
100,349,7,False
95,334,7,False
80,307,6,False
86,301,7,False
96,323,8,False
89,327,7,False
95,337,8,False
85,319,7,False
92,339,7,False
99,318,7,False
84,312,8,False
91,319,6,False
98,326,7,False
95,307,6,False
107,340,8,False
97,331,8,False
103,344,8,False
86,323,6,False
91,306,8,False
85,314,7,False
94,318,7,False
77,317,7,False
94,322,7,False
92,325,7,False
91,318,7,False
85,311,7,False
86,332,7,False
94,325,7,False
100,350,8,False
89,317,7,False
97,341,7,False
84,304,6,False
80,311,6,False
248,942,20,True
81,326,6,False
89,309,6,False
82,316,6,False
92,324,7,False
90,326,7,False
88,337,7,False
93,339,8,False
81,311,7,False
506,1689,40,True
381,1224,24,True
536,1758,27,True
101,357,11,False
262,978,20,True
97,366,8,False
85,315,6,False
100,347,7,False
93,317,8,False
99,340,7,False
95,333,6,False
93,313,6,False
89,303,6,False
94,320,6,False
88,308,7,False
90,321,6,False
94,309,7,False
90,316,8,False
90,303,6,False
87,318,6,False
92,303,7,False
96,328,7,False
101,313,8,False
95,316,6,False
86,304,5,False
101,342,6,False
103,341,5,False
106,355,6,False
95,316,7,False
106,320,9,False
91,499,8,False
82,301,6,False
84,310,7,False
101,360,7,False
95,309,7,False
93,339,7,False
94,328,7,False
88,325,7,False
77,318,7,False
92,338,7,False
84,316,7,False
91,317,7,False
89,327,7,False
80,310,7,False
153,522,11,True
95,329,9,False
94,322,7,False
89,331,7,False
92,328,7,False
85,315,6,False
89,320,6,False
102,328,8,False
96,313,7,False
99,337,7,False
95,329,8,False
89,314,9,False
93,322,7,False
100,343,7,False
88,329,7,False
91,319,6,False
89,301,7,False
99,335,6,False
99,350,8,False
90,310,6,False
98,344,7,False
98,329,8,False
83,310,6,False
95,321,6,False
86,304,5,False
103,358,7,False
100,327,7,False
115,338,7,False
115,361,7,False
100,330,6,False
91,331,6,False
96,335,8,False
97,348,7,False
92,353,7,False
90,349,7,False
90,315,7,False
92,319,7,False
90,308,6,False
95,342,7,False
98,316,7,False
99,334,7,False
90,341,7,False
89,316,7,False
91,499,8,False
94,319,11,False
112,379,11,False
109,412,11,False
100,390,8,False
78,336,7,False
91,317,7,False
109,344,7,False
102,333,6,False
80,323,7,False
95,348,8,False
97,344,7,False
98,322,7,False
97,345,7,False
98,329,9,False
225,803,18,True
434,1442,27,True
100,331,7,False
93,344,8,False
101,342,7,False
97,344,7,False
86,307,7,False
90,303,7,False
93,322,8,False
95,328,7,False
90,314,8,False
89,322,7,False
310,945,18,True
224,741,15,True
297,1023,23,True
80,334,8,False
97,306,8,False
98,331,7,False
106,343,8,False
95,336,7,False
91,336,7,False
99,323,7,False
97,305,8,False
80,305,6,False
90,313,8,False
82,322,7,False
94,314,7,False
87,303,7,False
90,346,7,False
91,330,7,False
98,321,7,False
82,315,5,False
102,351,6,False
101,311,7,False
101,334,7,False
102,326,6,False
100,334,7,False
94,311,9,False
91,499,8,False
184,693,14,True
282,1032,21,True
83,354,10,False
86,318,9,False
96,327,6,False
95,314,6,False
115,339,7,False
108,368,7,False
105,337,7,False
112,330,9,False
81,327,5,False
110,359,8,False
90,322,6,False
89,305,6,False
91,311,5,False
103,364,6,False
113,348,7,False
117,361,7,False
157,580,9,True
325,1112,24,True
317,1073,20,True
298,1060,20,True
83,316,9,False
91,499,8,False
80,321,7,False
93,309,5,False
104,329,7,False
89,320,6,False
99,313,7,False
109,364,7,False
89,309,8,False
91,319,8,False
85,306,7,False
89,314,7,False
90,310,7,False
97,334,6,False
125,458,9,False
296,992,17,True
286,888,16,True
74,323,6,False
90,335,5,False
96,360,6,False
84,312,5,False
83,313,5,False
95,330,5,False
106,334,6,False
100,360,6,False
95,316,6,False
302,1090,23,True
365,1318,21,True
389,1308,27,True
87,319,6,False
106,365,7,False
93,317,7,False
102,309,7,False
94,315,7,False
98,318,6,False
114,368,6,False
99,312,6,False
447,1574,27,True
483,1604,35,True
219,767,18,True
86,304,9,False
99,342,7,False
85,308,7,False
89,315,6,False
87,309,7,False
90,317,7,False
85,311,7,False
81,318,7,False
268,943,16,True
90,310,9,False
102,337,7,False
86,307,6,False
98,335,5,False
80,302,5,False
110,364,6,False
101,339,5,False
105,364,7,False
108,358,7,False
96,342,8,False
91,323,7,False
90,325,7,False
97,340,7,False
93,317,7,False
93,324,7,False
104,339,8,False
87,307,6,False
94,322,8,False
87,306,7,False
90,308,6,False
104,322,7,False
212,666,15,True
94,344,6,False
89,324,7,False
80,319,5,False
92,328,6,False
98,328,6,False
99,326,6,False
91,302,5,False
83,306,5,False
101,336,7,False
101,344,7,False
101,337,7,False
91,499,8,False
322,1048,20,True
108,430,9,False
226,755,12,True
99,354,8,False
100,353,6,False
86,333,5,False
77,329,5,False
107,349,6,False
94,309,7,False
103,313,5,False
111,343,6,False
87,324,9,False
93,318,8,False
108,322,6,False
97,325,6,False
90,314,7,False
92,310,7,False
83,310,5,False
95,332,6,False
103,327,7,False
106,331,9,False
107,331,7,False
148,515,10,True
167,544,10,True
78,315,6,False
91,302,8,False
86,327,7,False
108,345,8,False
89,307,8,False
94,320,7,False
101,338,8,False
83,318,7,False
88,362,6,False
87,303,6,False
81,350,8,False
83,323,8,False
120,406,9,False
85,313,7,False
101,342,8,False
97,314,8,False
100,342,8,False
92,327,6,False
91,310,8,False
96,343,8,False
105,328,7,False
112,358,8,False
89,305,6,False
91,330,6,False
96,346,6,False
107,356,6,False
106,334,7,False
91,322,5,False
95,307,7,False
99,308,6,False
104,308,6,False
95,301,7,False
104,358,6,False
107,348,6,False
247,811,15,True
268,877,16,True
115,480,10,False
77,315,8,False
356,1091,20,True
199,645,12,True
81,302,9,False
94,326,7,False
90,304,7,False
96,327,7,False
90,306,6,False
100,357,6,False
97,333,8,False
96,331,7,False
93,338,6,False
78,301,5,False
93,323,6,False
88,329,5,False
84,308,5,False
80,312,6,False
91,499,8,False
186,668,13,True
86,319,9,False
90,314,6,False
96,337,7,False
94,322,9,False
89,302,7,False
84,307,7,False
88,311,6,False
98,326,7,False
97,302,5,False
101,342,7,False
96,319,5,False
101,319,7,False
99,326,5,False
89,313,6,False
96,312,6,False
98,335,5,False
98,352,6,False
91,306,6,False
99,335,6,False
97,325,6,False
354,1237,22,True
320,1024,21,True
230,773,14,True
80,353,8,False
98,333,5,False
88,337,5,False
89,309,5,False
99,343,6,False
108,314,8,False
115,359,7,False
101,327,5,False
102,342,6,False
92,311,6,False
399,1361,27,True
475,1601,37,True
99,363,7,False
101,350,10,False
101,323,6,False
104,335,5,False
111,365,7,False
103,314,6,False
96,307,5,False
88,307,5,False
98,308,6,False
93,328,6,False
96,318,7,False
100,314,6,False
85,301,6,False
98,333,7,False
115,355,9,False
103,337,5,False
111,366,6,False
100,329,6,False
103,319,7,False
94,331,6,False
88,311,7,False
82,301,6,False
94,318,7,False
78,307,7,False
99,347,9,False
92,317,7,False
108,346,9,False
100,340,8,False
82,301,6,False
97,320,7,False
258,985,20,True
307,999,24,True
91,499,8,False
105,320,10,False
112,371,11,False
164,578,11,True
83,308,9,False
145,518,9,True
435,1443,30,True
142,487,11,True
103,365,9,False
314,1138,21,True
92,303,8,False
159,553,11,True
109,359,8,False
105,398,8,False
127,409,9,False
91,325,7,False
129,480,12,True
97,371,7,False
96,385,9,False
91,338,9,False
183,603,13,True
190,652,15,True
164,469,11,True
63,319,7,False
78,302,6,False
158,588,10,True
128,483,12,True
265,913,14,True
233,855,16,True
85,331,10,False
94,360,6,False
100,319,7,False
84,338,7,False
90,312,7,False
97,320,9,False
94,308,7,False
474,1593,37,True
319,1114,24,True
106,322,7,False
108,405,6,False
111,373,8,False
81,304,9,False
91,303,7,False
101,326,7,False
97,338,7,False
100,312,6,False
95,328,7,False
85,319,7,False
92,321,6,False
88,301,6,False
91,304,8,False
93,306,8,False
86,307,6,False
87,302,6,False
91,318,8,False
99,333,7,False
97,314,8,False
97,347,7,False
93,313,8,False
103,327,8,False
83,306,7,False
92,304,6,False
99,335,8,False
99,318,8,False
90,327,8,False
96,315,9,False
93,321,6,False
97,326,10,False
92,302,8,False
96,358,8,False
483,1770,34,True
108,370,11,False
132,360,6,True
110,343,5,False
92,339,5,False
82,312,6,False
105,334,8,False
104,320,6,False
108,306,6,False
121,362,6,False
103,357,7,False
93,315,7,False
91,499,8,False
92,312,7,False
84,306,8,False
89,368,7,False
80,303,6,False
92,317,8,False
92,338,8,False
96,304,6,False
87,303,7,False
85,310,6,False
95,310,7,False
96,346,8,False
88,307,8,False
99,338,7,False
97,339,8,False
99,344,7,False
86,302,6,False
102,330,7,False
105,348,7,False
101,341,7,False
99,334,7,False
91,335,7,False
88,336,7,False
93,347,8,False
94,322,7,False
97,344,8,False
98,349,7,False
103,330,8,False
84,316,8,False
78,304,6,False
88,333,7,False
87,313,6,False
90,340,7,False
322,1192,27,True
74,301,6,False
90,320,7,False
96,348,7,False
109,338,9,False
100,334,7,False
97,352,8,False
85,302,6,False
85,306,7,False
88,309,7,False
183,643,14,True
84,312,7,False
100,335,7,False
71,310,6,False
94,301,6,False
92,311,7,False
95,336,7,False
89,306,7,False
103,333,7,False
89,339,7,False
94,340,8,False
88,302,7,False
92,314,8,False
99,331,8,False
102,338,7,False
93,318,7,False
91,342,7,False
97,330,7,False
91,338,7,False
90,314,7,False
95,337,8,False
95,342,7,False
89,313,7,False
133,446,10,True
158,599,13,True
449,1499,32,True
273,970,21,True
206,683,13,True
372,1271,26,True
86,333,10,False
319,1083,25,True
85,331,8,False
91,343,7,False
101,329,7,False
81,312,7,False
91,337,7,False
82,310,8,False
103,359,7,False
90,325,7,False
89,317,7,False
93,334,7,False
83,303,7,False
91,320,7,False
91,499,8,False
98,347,7,False
81,330,6,False
97,329,6,False
98,331,8,False
94,335,11,False
101,334,6,False
86,301,5,False
98,325,5,False
98,333,5,False
96,321,6,False
85,308,9,False
98,333,7,False
96,341,8,False
90,323,7,False
86,305,6,False
86,322,7,False
90,327,7,False
95,318,8,False
81,326,8,False
87,327,7,False
90,336,7,False
93,321,7,False
99,333,7,False
92,324,7,False
104,330,7,False
91,320,7,False
94,320,7,False
83,312,7,False
98,342,7,False
93,324,7,False
88,328,7,False
85,304,7,False
86,307,8,False
92,322,7,False
98,352,7,False
90,333,7,False
83,312,8,False
77,304,7,False
98,347,7,False
96,341,7,False
73,317,6,False
87,320,7,False
81,310,7,False
95,336,7,False
89,321,7,False
94,339,7,False
97,336,8,False
102,353,8,False
97,330,5,False
100,325,7,False
86,301,7,False
97,304,7,False
92,322,7,False
105,347,8,False
103,339,7,False
85,309,6,False
89,324,8,False
96,316,7,False
93,332,7,False
103,334,7,False
96,338,7,False
107,357,7,False
87,302,6,False
84,329,5,False
82,304,5,False
87,324,5,False
93,351,6,False
98,361,7,False
109,352,7,False
105,327,6,False
107,328,5,False
88,312,5,False
158,562,10,True
333,1129,25,True
445,1562,29,True
138,449,12,True
91,350,8,False
98,305,7,False
111,349,7,False
112,351,9,False
98,322,7,False
92,315,6,False
97,317,7,False
89,306,6,False
105,334,8,False
89,341,6,False
513,1739,38,True
91,499,8,False
84,309,8,False
92,333,7,False
95,304,8,False
97,323,7,False
102,321,7,False
88,304,8,False
89,309,6,False
113,346,7,False
97,308,8,False
102,312,7,False
91,303,7,False
95,320,7,False
86,323,7,False
107,353,8,False
86,314,6,False
88,311,7,False
103,365,6,False
85,302,6,False
85,345,7,False
91,337,7,False
92,326,7,False
95,344,7,False
86,316,7,False
82,320,7,False
348,1248,25,True
491,1767,36,True
202,712,13,True
349,1190,18,True
80,316,8,False
82,318,7,False
87,323,8,False
84,323,7,False
95,335,7,False
104,345,8,False
85,308,7,False
84,311,7,False
95,333,7,False
80,311,7,False
93,325,7,False
96,333,8,False
87,313,7,False
85,325,7,False
91,338,8,False
81,301,6,False
105,336,7,False
106,337,8,False
93,322,7,False
97,333,7,False
85,301,6,False
86,313,6,False
93,335,7,False
89,314,7,False
96,338,8,False
86,309,6,False
85,315,7,False
82,325,6,False
100,325,8,False
91,333,7,False
96,336,7,False
93,316,7,False
100,309,8,False
90,308,6,False
94,354,6,False
94,330,8,False
106,342,7,False
95,329,6,False
102,329,8,False
96,324,8,False
108,366,7,False
104,347,7,False
102,323,8,False
102,353,7,False
90,303,5,False
99,323,8,False
93,319,6,False
94,313,6,False
93,320,6,False
87,303,7,False
91,499,8,False
104,343,9,False
94,337,7,False
89,318,7,False
98,330,7,False
86,331,7,False
86,322,7,False
87,331,7,False
89,316,7,False
92,332,7,False
93,319,7,False
83,340,7,False
106,319,9,False
81,311,7,False
90,319,7,False
90,329,7,False
103,343,7,False
94,330,7,False
90,323,7,False
85,345,7,False
75,306,6,False
89,335,8,False
91,320,7,False
81,305,6,False
94,316,6,False
93,331,8,False
76,309,8,False
86,314,9,False
78,311,6,False
97,341,7,False
93,320,7,False
91,322,7,False
100,324,7,False
102,345,7,False
95,319,7,False
96,302,6,False
97,328,7,False
97,333,8,False
82,324,7,False
91,314,7,False
92,333,8,False
87,336,7,False
96,325,7,False
107,337,7,False
101,329,7,False
100,320,7,False
99,342,7,False
90,316,7,False
88,309,6,False
89,306,6,False
81,301,6,False
93,310,7,False
105,341,7,False
84,305,7,False
87,317,7,False
94,326,7,False
94,337,7,False
94,331,7,False
98,340,7,False
328,1204,25,True
448,1479,27,True
211,681,12,True
131,437,10,True
114,424,9,False
222,684,13,True
133,419,9,True
85,325,8,False
99,365,7,False
91,313,6,False
112,360,6,False
90,310,7,False
95,319,7,False
101,344,7,False
112,365,8,False
116,371,8,False
92,326,6,False
90,304,6,False
97,362,6,False
99,349,8,False
95,330,8,False
94,317,7,False
102,340,7,False
103,363,7,False
90,310,7,False
90,316,6,False
101,333,7,False
519,1797,37,True
198,698,14,True
88,325,9,False
99,315,7,False
100,366,7,False
110,354,8,False
106,332,6,False
86,305,6,False
101,329,7,False
95,310,6,False
111,345,7,False
90,324,5,False
91,322,7,False
84,309,6,False
102,332,6,False
92,306,6,False
100,342,7,False
87,312,8,False
91,499,8,False
436,1441,31,True
84,338,10,False
105,365,17,False
337,1222,27,True
112,323,16,False
84,314,6,False
99,346,7,False
98,355,7,False
93,324,7,False
88,321,6,False
94,323,7,False
87,340,7,False
104,364,8,False
95,335,7,False
97,327,7,False
92,336,7,False
94,332,7,False
93,324,7,False
96,337,7,False
81,304,7,False
95,320,6,False
92,353,6,False
83,302,6,False
91,320,6,False
89,312,6,False
96,329,7,False
84,335,7,False
112,413,8,False
134,505,10,True
224,829,17,True
78,308,7,False
77,312,7,False
99,344,7,False
91,331,7,False
77,301,6,False
90,307,6,False
90,337,7,False
218,765,15,True
430,1558,32,True
91,327,7,False
80,321,7,False
91,339,7,False
94,321,7,False
99,347,7,False
84,321,7,False
92,318,7,False
88,317,7,False
96,329,7,False
85,306,6,False
96,316,7,False
104,336,7,False
94,337,7,False
91,318,7,False
86,306,7,False
85,313,6,False
92,311,7,False
95,363,8,False
179,643,14,True
85,324,8,False
89,335,7,False
81,321,7,False
83,302,6,False
88,316,7,False
95,344,7,False
97,336,7,False
94,337,7,False
93,337,7,False
103,329,6,False
97,342,7,False
91,327,7,False
94,343,7,False
100,340,7,False
94,319,6,False
86,302,7,False
97,336,7,False
98,351,7,False
106,350,7,False
95,334,7,False
260,926,19,True
97,325,8,False
91,499,8,False
81,345,7,False
81,315,6,False
89,329,7,False
87,332,7,False
90,331,7,False
84,331,7,False
84,332,7,False
85,307,7,False
306,1148,22,True
94,324,7,False
94,346,7,False
89,306,7,False
101,340,7,False
93,324,7,False
108,354,7,False
97,328,8,False
100,346,6,False
109,362,8,False
103,341,6,False
108,360,7,False
93,320,6,False
88,326,6,False
97,309,7,False
111,338,7,False
108,345,7,False
110,345,7,False
97,336,7,False
95,323,7,False
89,321,7,False
97,326,7,False
96,319,7,False
105,322,7,False
142,502,10,True
100,345,8,False
90,339,8,False
80,311,6,False
87,327,7,False
105,340,7,False
95,314,7,False
77,301,6,False
100,343,7,False
92,329,7,False
84,304,6,False
98,341,7,False
87,327,7,False
105,337,7,False
102,350,7,False
97,313,6,False
100,339,8,False
89,302,6,False
103,301,8,False
104,337,7,False
96,305,7,False
81,340,6,False
91,327,7,False
95,333,7,False
82,302,6,False
121,312,7,False
79,306,6,False
107,356,7,False
104,380,7,False
88,319,8,False
96,317,6,False
102,332,7,False
106,349,7,False
100,336,7,False
99,334,7,False
91,333,7,False
105,311,7,False
76,331,6,False
81,318,6,False
106,323,7,False
98,341,7,False
117,320,7,False
101,301,7,False
88,302,6,False
95,358,7,False
82,302,6,False
89,310,7,False
99,337,7,False
90,314,6,False
83,303,8,False
91,499,8,False
87,301,6,False
98,340,8,False
99,318,7,False
101,344,8,False
86,317,6,False
81,304,6,False
98,345,7,False
103,341,7,False
91,327,7,False
94,340,7,False
88,323,6,False
83,309,7,False
100,353,9,False
88,319,7,False
73,301,6,False
100,338,7,False
86,319,7,False
84,314,7,False
92,318,7,False
97,341,7,False
76,316,6,False
92,333,7,False
80,306,6,False
96,344,8,False
95,332,7,False
91,341,7,False
94,327,6,False
93,351,7,False
89,313,7,False
86,341,7,False
83,307,6,False
98,341,7,False
90,314,7,False
88,335,7,False
93,339,7,False
89,330,7,False
86,309,7,False
