n_tokens,n_chars,n_lines,valid_chunk
278,984,17,True
278,991,17,True
280,982,17,True
282,1018,18,True
280,1000,18,True
286,1017,18,True
271,1008,18,True
266,999,18,True
257,986,18,True
263,986,18,True
263,978,18,True
20,65,4,False
269,983,22,True
267,974,22,True
281,1018,23,True
269,999,23,True
264,992,24,True
263,999,24,True
268,974,22,True
262,957,21,True
22,79,4,False
307,971,17,True
309,996,18,True
308,979,18,True
315,1016,19,True
318,998,20,True
321,1002,21,True
315,972,21,True
318,1004,21,True
311,1000,20,True
298,977,19,True
297,987,19,True
297,1007,18,True
292,1010,17,True
289,1009,17,True
266,960,16,True
270,985,17,True
271,979,17,True
276,983,17,True
281,987,17,True
269,976,17,True
274,1004,18,True
260,960,16,True
262,957,16,True
275,1019,17,True
263,1007,17,True
254,960,17,True
201,719,14,True
284,906,22,True
281,987,25,True
296,1020,26,True
275,987,25,True
282,1012,26,True
281,985,25,True
275,988,24,True
284,985,22,True
288,1004,18,True
277,972,18,True
269,964,18,True
282,1006,19,True
277,994,18,True
278,991,18,True
265,955,18,True
31,122,4,False
286,998,24,True
281,1003,24,True
283,1018,24,True
266,986,22,True
267,994,21,True
236,884,19,True
2,13,1,False
300,1007,24,True
298,1008,24,True
292,1002,23,True
290,1000,22,True
281,1004,22,True
275,988,21,True
274,1000,21,True
273,1018,21,True
279,1013,21,True
276,1010,21,True
284,1015,21,True
287,977,21,True
301,1016,22,True
300,997,22,True
313,1020,24,True
303,995,24,True
313,1005,24,True
301,979,23,True
309,1015,23,True
310,1010,24,True
313,1014,24,True
308,987,22,True
306,1021,22,True
292,990,22,True
289,989,22,True
290,998,22,True
281,975,21,True
277,1008,21,True
272,978,21,True
264,962,21,True
271,978,21,True
3,17,1,False
277,984,19,True
288,996,19,True
281,1017,19,True
277,979,19,True
4,22,1,False
274,1007,22,True
267,959,22,True
267,966,21,True
266,988,21,True
269,995,21,True
277,1004,22,True
279,992,23,True
279,1015,23,True
282,1004,23,True
293,1017,24,True
300,1019,25,True
306,1007,25,True
303,985,24,True
308,991,23,True
319,1020,24,True
306,987,23,True
295,977,22,True
292,979,22,True
303,1018,23,True
306,1017,23,True
291,982,23,True
282,976,24,True
286,987,24,True
283,974,24,True
299,988,22,True
305,1005,21,True
298,984,19,True
297,956,18,True
316,1020,19,True
294,965,18,True
297,1013,18,True
285,982,18,True
293,1012,20,True
294,1008,21,True
293,1004,22,True
294,1008,23,True
301,1013,25,True
316,1017,26,True
311,993,24,True
310,990,23,True
302,1000,22,True
290,1007,21,True
278,990,21,True
281,989,21,True
272,971,19,True
267,959,19,True
7,26,1,False
312,1006,22,True
290,972,20,True
306,1021,20,True
296,1003,20,True
289,974,19,True
104,431,14,False
336,979,32,True
275,797,23,True
203,667,21,True
295,992,24,True
149,542,13,True
296,968,21,True
305,1004,21,True
303,1009,22,True
297,1017,22,True
289,996,22,True
289,1013,23,True
280,999,23,True
258,969,22,True
262,978,22,True
258,985,22,True
253,978,21,True
242,937,20,True
154,582,17,True
269,962,20,True
272,973,20,True
273,996,20,True
274,1011,20,True
268,994,19,True
269,989,19,True
273,1002,19,True
285,1005,19,True
287,1000,20,True
289,994,20,True
288,990,20,True
290,970,19,True
279,960,18,True
287,1015,18,True
289,1007,18,True
291,1010,19,True
276,965,17,True
136,489,15,True
296,1012,24,True
292,990,24,True
290,993,23,True
290,997,23,True
294,984,22,True
293,996,23,True
265,918,21,True
221,831,20,True
268,995,18,True
265,994,18,True
275,1021,19,True
275,1012,21,True
277,1013,21,True
277,1009,21,True
272,997,20,True
268,991,20,True
256,972,20,True
264,1005,21,True
268,1015,20,True
256,982,18,True
257,979,19,True
260,988,20,True
264,1002,21,True
263,986,21,True
271,1006,22,True
254,955,20,True
208,748,19,True
277,989,25,True
280,981,23,True
288,1015,24,True
287,986,22,True
284,985,23,True
287,1006,24,True
271,975,23,True
284,997,23,True
285,1003,23,True
274,977,22,True
268,976,22,True
260,962,22,True
274,1007,23,True
279,1020,23,True
282,1003,22,True
280,1012,22,True
