n_tokens,n_chars,n_lines,valid_chunk
325,1247,24,True
203,816,13,True
174,625,12,True
183,628,14,True
172,641,12,True
296,1070,22,True
155,614,13,True
153,625,12,True
171,636,16,True
170,605,13,True
159,602,13,True
173,627,15,True
173,644,15,True
169,641,14,True
167,624,15,True
196,646,17,True
303,1072,24,True
173,646,12,True
333,1174,24,True
214,847,19,True
428,1510,36,True
158,627,14,True
169,644,12,True
176,649,13,True
174,619,14,True
154,603,14,True
164,603,14,True
165,657,13,True
169,663,10,True
172,634,13,True
323,1139,20,True
439,1660,30,True
361,1302,22,True
159,652,14,True
126,632,12,False
175,634,13,True
163,613,13,True
181,617,14,True
161,603,12,True
161,609,13,True
179,618,13,True
166,612,14,True
168,612,13,True
157,639,16,True
167,662,13,True
159,620,10,True
184,634,13,True
167,607,13,True
325,1060,24,True
475,1758,41,True
234,846,19,True
303,1099,26,True
183,660,14,True
139,666,14,True
174,631,12,True
158,602,13,True
184,636,15,True
177,639,12,True
172,650,14,True
152,626,12,True
191,708,16,True
361,1330,30,True
199,763,17,True
229,863,18,True
166,628,12,True
156,605,9,True
157,637,10,True
195,750,16,True
178,652,12,True
172,625,10,True
176,617,12,True
174,634,13,True
198,755,16,True
362,1299,28,True
159,655,15,True
154,637,13,True
189,629,16,True
181,634,16,True
177,610,13,True
177,622,14,True
173,621,15,True
162,642,14,True
175,635,14,True
165,622,16,True
167,607,13,True
209,774,17,True
157,644,14,True
167,640,14,True
165,616,14,True
162,624,13,True
170,627,14,True
174,633,16,True
181,617,14,True
186,621,14,True
219,918,20,True
153,602,30,True
209,866,20,True
144,628,20,True
170,648,14,True
183,623,14,True
191,646,15,True
180,637,15,True
181,655,15,True
170,618,14,True
171,608,12,True
175,626,13,True
165,620,15,True
173,622,16,True
167,640,15,True
174,680,17,True
160,603,13,True
161,645,14,True
163,612,15,True
169,626,15,True
179,622,15,True
157,645,15,True
378,1422,30,True
203,799,17,True
180,634,13,True
175,612,13,True
170,653,13,True
171,646,14,True
235,1016,21,True
182,667,14,True
164,609,13,True
176,611,13,True
177,602,14,True
172,632,13,True
177,680,13,True
445,1580,34,True
370,1342,29,True
148,614,13,True
173,613,14,True
178,616,16,True
169,603,12,True
174,610,15,True
254,859,17,True
359,1293,30,True
442,1633,38,True
225,980,20,True
404,1562,31,True
418,1527,32,True
158,610,13,True
174,632,14,True
171,626,15,True
153,607,12,True
298,996,22,True
383,1366,30,True
172,603,15,True
172,610,14,True
178,624,13,True
192,638,16,True
182,653,13,True
179,603,15,True
181,656,13,True
173,602,13,True
182,638,13,True
164,662,14,True
173,613,15,True
177,638,15,True
168,612,15,True
172,617,14,True
178,620,15,True
180,647,16,True
205,800,18,True
150,705,14,True
188,629,15,True
178,626,13,True
187,646,15,True
172,627,13,True
194,658,14,True
192,651,14,True
173,603,13,True
167,626,12,True
174,635,13,True
176,628,12,True
179,601,13,True
420,1478,27,True
192,674,14,True
362,1276,29,True
202,787,19,True
168,628,14,True
180,643,13,True
156,602,15,True
