n_uni_tokens,n_bpe_tokens,n_chars,n_lines,valid_uni_chunk,valid_bpe_chunk
73,78,319,7,False,False
88,88,325,7,False,False
85,84,318,7,False,False
87,85,328,7,False,False
82,83,315,7,False,False
92,94,332,7,False,False
86,85,309,7,False,False
97,95,355,9,False,False
86,85,335,7,False,False
89,91,343,9,False,False
88,88,336,7,False,False
99,102,355,9,False,False
92,91,320,7,False,False
89,96,343,7,False,False
95,94,326,7,False,False
77,83,312,7,False,False
92,96,321,7,False,False
85,89,312,7,False,False
91,90,335,7,False,False
79,83,339,7,False,False
75,79,312,7,False,False
86,89,314,9,False,False
90,90,305,6,False,False
90,91,304,6,False,False
94,97,320,7,False,False
84,83,313,7,False,False
80,85,324,7,False,False
85,87,328,7,False,False
92,91,374,8,False,False
84,88,312,6,False,False
80,82,316,7,False,False
90,87,310,7,False,False
80,81,318,6,False,False
88,85,333,7,False,False
105,106,342,7,False,False
83,83,305,6,False,False
94,96,321,7,False,False
88,92,314,7,False,False
92,90,303,7,False,False
92,108,337,7,False,False
93,93,340,7,False,False
96,98,331,7,False,False
97,99,355,8,False,False
91,94,309,6,False,False
88,87,338,7,False,False
86,88,320,7,False,False
90,95,331,7,False,False
78,79,303,7,False,False
90,91,319,7,False,False
106,111,436,9,False,False
196,201,690,15,True,True
306,334,1120,24,True,True
297,303,1059,22,True,True
65,73,307,11,False,False
85,84,337,6,False,False
86,89,317,8,False,False
98,100,325,8,False,False
88,88,316,8,False,False
76,76,304,6,False,False
89,89,313,7,False,False
249,278,877,19,True,True
269,278,1006,21,True,True
70,78,302,8,False,False
83,81,311,6,False,False
83,89,307,8,False,False
87,89,336,8,False,False
103,104,365,8,False,False
86,88,327,7,False,False
98,97,339,7,False,False
88,92,352,7,False,False
86,83,324,8,False,False
97,98,351,8,False,False
90,98,322,7,False,False
89,92,314,6,False,False
88,89,321,7,False,False
99,96,320,7,False,False
100,101,343,7,False,False
99,99,338,7,False,False
98,100,311,7,False,False
91,94,353,7,False,False
86,95,324,7,False,False
86,93,303,7,False,False
236,249,875,18,True,True
163,165,581,14,True,True
103,108,413,8,False,False
175,91,499,8,True,False
290,293,1055,22,True,True
87,88,331,8,False,False
79,80,324,6,False,False
83,85,317,7,False,False
97,97,337,7,False,False
90,92,320,7,False,False
89,87,305,7,False,False
90,89,306,7,False,False
82,89,313,7,False,False
91,93,343,8,False,False
87,91,321,7,False,False
97,95,335,8,False,False
89,92,331,7,False,False
86,88,321,7,False,False
80,85,309,7,False,False
82,90,320,7,False,False
86,90,324,7,False,False
81,85,327,7,False,False
92,96,338,7,False,False
82,86,304,7,False,False
158,168,629,14,True,True
326,337,1208,25,True,True
69,75,332,7,False,False
79,79,313,6,False,False
99,100,343,7,False,False
86,90,324,7,False,False
90,88,346,7,False,False
104,106,334,7,False,False
89,89,325,7,False,False
82,84,308,7,False,False
93,89,326,7,False,False
206,205,693,14,True,True
93,96,314,9,False,False
83,83,342,8,False,False
89,90,328,6,False,False
90,92,309,7,False,False
81,81,318,7,False,False
84,85,325,7,False,False
91,92,336,7,False,False
79,80,335,6,False,False
87,87,328,7,False,False
80,82,340,7,False,False
91,92,335,7,False,False
88,89,317,7,False,False
91,95,313,8,False,False
85,90,331,7,False,False
80,82,304,7,False,False
80,88,322,6,False,False
172,173,616,14,True,True
78,82,310,7,False,False
88,95,329,7,False,False
79,82,302,7,False,False
92,96,324,7,False,False
81,86,307,6,False,False
91,87,301,6,False,False
94,98,343,7,False,False
93,94,355,7,False,False
164,165,611,13,True,True
368,373,1458,31,True,True
281,284,1003,22,True,True
367,376,1268,26,True,True
86,83,329,8,False,False
166,168,622,14,True,True
95,99,368,8,False,False
223,226,812,15,True,True
325,337,1096,25,True,True
75,80,320,8,False,False
81,84,301,6,False,False
85,89,307,6,False,False
95,95,348,7,False,False
98,97,353,8,False,False
96,97,347,8,False,False
370,378,1405,31,True,True
90,91,349,8,False,False
81,76,310,7,False,False
89,91,321,8,False,False
79,84,336,6,False,False
76,79,301,7,False,False
87,91,301,7,False,False
89,92,330,8,False,False
90,89,335,7,False,False
85,92,305,6,False,False
82,87,318,7,False,False
89,89,308,7,False,False
85,85,328,7,False,False
100,98,339,7,False,False
89,90,303,8,False,False
94,94,329,6,False,False
94,94,331,7,False,False
89,91,310,7,False,False
85,85,319,6,False,False
91,94,326,8,False,False
81,84,318,7,False,False
107,106,339,8,False,False
99,102,349,7,False,False
84,87,343,7,False,False
89,91,351,7,False,False
84,89,339,7,False,False
86,88,321,7,False,False
78,87,333,7,False,False
81,84,337,7,False,False
75,77,311,7,False,False
79,80,302,6,False,False
242,244,899,21,True,True
175,91,499,8,True,False
79,75,304,7,False,False
89,89,302,8,False,False
89,97,336,7,False,False
87,94,318,7,False,False
88,92,323,7,False,False
80,84,308,8,False,False
91,91,347,8,False,False
105,105,349,8,False,False
90,92,307,6,False,False
83,83,306,6,False,False
91,88,318,6,False,False
89,90,306,6,False,False
85,87,341,8,False,False
97,99,349,7,False,False
92,91,330,7,False,False
95,96,343,8,False,False
87,88,322,7,False,False
86,86,314,7,False,False
100,100,336,7,False,False
93,90,330,8,False,False
91,88,313,8,False,False
422,434,1575,33,True,True
314,322,1087,24,True,True
78,80,331,8,False,False
84,91,349,7,False,False
100,103,338,7,False,False
95,97,329,7,False,False
99,102,345,7,False,False
99,98,349,7,False,False
92,98,337,7,False,False
85,88,326,7,False,False
91,92,328,7,False,False
86,91,337,7,False,False
452,452,1512,34,True,True
74,80,308,7,False,False
77,77,310,7,False,False
85,85,331,6,False,False
95,95,343,7,False,False
93,92,326,7,False,False
88,89,319,7,False,False
99,100,347,7,False,False
86,89,314,6,False,False
77,81,320,7,False,False
85,87,301,6,False,False
85,86,334,7,False,False
78,79,311,6,False,False
96,96,317,7,False,False
89,96,320,7,False,False
82,87,325,8,False,False
81,83,304,7,False,False
80,82,332,8,False,False
84,84,334,7,False,False
84,86,319,8,False,False
87,93,335,8,False,False
93,100,347,7,False,False
99,101,351,7,False,False
86,86,321,7,False,False
175,91,499,8,True,False
166,165,578,13,True,True
98,92,336,9,False,False
86,85,307,7,False,False
81,82,305,7,False,False
97,98,328,7,False,False
83,82,307,7,False,False
97,91,320,7,False,False
95,93,323,6,False,False
95,94,343,8,False,False
101,100,347,8,False,False
92,91,344,7,False,False
91,90,314,7,False,False
96,95,341,8,False,False
74,82,302,7,False,False
82,80,304,7,False,False
86,93,335,7,False,False
80,78,304,6,False,False
98,97,341,8,False,False
91,89,313,7,False,False
99,94,309,8,False,False
87,89,304,7,False,False
101,97,325,8,False,False
91,87,314,5,False,False
91,96,321,6,False,False
92,89,321,6,False,False
94,92,358,8,False,False
88,87,310,7,False,False
104,104,350,9,False,False
86,86,321,6,False,False
89,91,360,7,False,False
100,98,376,8,False,False
82,88,315,8,False,False
94,95,345,7,False,False
88,89,302,6,False,False
94,94,328,7,False,False
98,103,343,7,False,False
91,91,336,7,False,False
97,106,338,7,False,False
103,105,343,7,False,False
95,95,319,7,False,False
93,92,329,7,False,False
91,98,344,8,False,False
87,90,322,7,False,False
267,268,968,22,True,True
259,268,974,21,True,True
91,90,343,9,False,False
93,93,338,7,False,False
90,90,328,6,False,False
90,95,356,8,False,False
94,95,339,7,False,False
79,78,306,6,False,False
88,90,333,8,False,False
99,95,325,7,False,False
93,92,305,6,False,False
81,86,314,6,False,False
89,95,330,7,False,False
96,104,343,8,False,False
98,99,348,8,False,False
88,91,311,8,False,False
93,95,310,7,False,False
77,77,306,6,False,False
84,88,325,8,False,False
93,99,335,7,False,False
98,100,338,7,False,False
90,91,347,7,False,False
78,81,302,6,False,False
91,92,330,6,False,False
92,94,304,6,False,False
85,86,336,7,False,False
91,98,336,8,False,False
86,92,318,6,False,False
88,89,341,7,False,False
86,88,307,7,False,False
89,89,308,6,False,False
79,81,304,6,False,False
81,85,316,7,False,False
91,93,326,8,False,False
97,94,318,8,False,False
84,85,302,7,False,False
95,99,343,8,False,False
91,91,319,7,False,False
86,92,321,8,False,False
85,86,336,8,False,False
79,82,310,7,False,False
85,85,339,7,False,False
86,89,346,8,False,False
94,98,338,7,False,False
92,91,329,7,False,False
343,367,1324,31,True,True
241,240,840,18,True,True
69,73,303,6,False,False
86,87,326,8,False,False
101,104,342,8,False,False
90,94,325,7,False,False
89,96,333,8,False,False
94,94,338,7,False,False
72,77,311,6,False,False
88,92,313,8,False,False
91,90,314,7,False,False
79,81,310,7,False,False
88,92,320,7,False,False
96,95,330,8,False,False
91,95,355,8,False,False
87,87,306,6,False,False
85,87,331,7,False,False
79,78,312,6,False,False
90,89,335,7,False,False
77,81,308,6,False,False
81,86,310,6,False,False
90,90,310,8,False,False
88,91,328,7,False,False
105,105,344,7,False,False
82,83,311,7,False,False
83,88,328,7,False,False
99,99,338,8,False,False
91,92,327,8,False,False
84,84,313,7,False,False
86,83,323,6,False,False
89,90,346,8,False,False
70,73,304,6,False,False
81,84,330,7,False,False
85,88,318,6,False,False
91,89,316,6,False,False
88,94,326,7,False,False
85,89,321,6,False,False
84,89,348,7,False,False
102,100,330,7,False,False
418,425,1533,33,True,True
82,87,318,6,False,False
83,85,331,8,False,False
86,87,335,7,False,False
73,76,305,6,False,False
94,94,327,8,False,False
87,88,320,7,False,False
76,78,306,6,False,False
85,86,344,7,False,False
80,87,342,7,False,False
93,95,326,7,False,False
85,90,308,8,False,False
97,99,339,7,False,False
97,94,339,7,False,False
83,91,324,7,False,False
83,89,314,7,False,False
83,82,303,6,False,False
96,96,341,7,False,False
85,90,303,7,False,False
87,86,306,6,False,False
80,84,323,8,False,False
87,87,326,7,False,False
84,82,315,7,False,False
86,86,303,7,False,False
106,111,338,7,False,False
95,96,330,7,False,False
82,84,326,7,False,False
175,91,499,8,True,False
388,419,1302,37,True,True
84,86,317,12,False,False
287,303,1123,23,True,True
144,147,534,11,True,True
105,115,395,9,False,False
115,116,436,10,False,False
75,77,312,7,False,False
423,441,1572,30,True,True
390,408,1371,29,True,True
88,94,345,9,False,False
85,85,307,6,False,False
82,83,306,6,False,False
90,93,319,7,False,False
94,90,314,7,False,False
84,89,303,7,False,False
85,89,347,7,False,False
96,95,335,7,False,False
83,81,316,7,False,False
85,87,309,7,False,False
171,171,559,12,True,True
85,88,309,9,False,False
89,90,334,7,False,False
90,92,323,8,False,False
84,89,316,7,False,False
97,96,350,7,False,False
103,101,348,7,False,False
88,87,312,7,False,False
85,85,310,6,False,False
75,80,328,6,False,False
79,79,318,7,False,False
87,89,335,8,False,False
92,93,336,7,False,False
105,108,345,6,False,False
87,87,331,7,False,False
88,90,333,7,False,False
97,101,338,7,False,False
331,340,1291,26,True,True
74,77,307,7,False,False
291,293,1052,22,True,True
458,468,1667,37,True,True
165,165,587,14,True,True
435,444,1495,32,True,True
75,82,319,9,False,False
88,91,340,8,False,False
84,84,345,7,False,False
102,101,341,7,False,False
97,95,339,7,False,False
87,87,335,7,False,False
89,91,312,7,False,False
91,93,343,8,False,False
84,86,303,6,False,False
92,94,321,6,False,False
89,90,328,6,False,False
96,100,346,7,False,False
88,85,303,6,False,False
90,91,336,7,False,False
79,82,346,7,False,False
88,90,331,7,False,False
90,90,324,7,False,False
82,82,310,6,False,False
92,99,327,7,False,False
81,83,308,6,False,False
95,96,331,7,False,False
97,100,345,7,False,False
97,100,366,8,False,False
175,91,499,8,True,False
85,85,336,8,False,False
90,100,346,8,False,False
74,84,342,6,False,False
91,91,316,7,False,False
89,92,322,8,False,False
91,93,314,7,False,False
90,93,339,8,False,False
97,96,339,7,False,False
80,80,322,7,False,False
88,90,350,7,False,False
70,74,303,5,False,False
81,82,312,7,False,False
97,100,330,7,False,False
90,92,334,8,False,False
85,84,304,7,False,False
91,94,341,7,False,False
92,94,323,7,False,False
77,77,307,7,False,False
98,97,341,7,False,False
87,87,318,7,False,False
94,92,338,7,False,False
85,85,316,6,False,False
83,84,305,6,False,False
93,90,339,8,False,False
89,89,323,7,False,False
94,97,341,7,False,False
88,89,331,7,False,False
86,86,353,7,False,False
83,86,302,6,False,False
89,93,324,7,False,False
88,91,331,7,False,False
103,103,335,7,False,False
88,87,328,7,False,False
81,86,317,7,False,False
91,86,325,7,False,False
83,91,331,7,False,False
92,93,330,7,False,False
94,100,355,7,False,False
83,90,326,7,False,False
94,100,328,7,False,False
86,86,304,7,False,False
96,100,326,7,False,False
106,102,349,7,False,False
92,94,322,7,False,False
99,101,319,6,False,False
92,96,315,6,False,False
80,81,304,6,False,False
86,87,327,7,False,False
88,88,340,8,False,False
86,89,313,6,False,False
127,142,453,9,False,True
175,91,499,8,True,False
96,102,356,8,False,False
77,75,308,6,False,False
94,95,331,7,False,False
82,86,338,7,False,False
88,92,305,6,False,False
80,81,333,6,False,False
92,97,334,7,False,False
94,96,330,7,False,False
90,97,313,7,False,False
91,97,314,7,False,False
100,101,341,7,False,False
79,85,308,7,False,False
82,83,318,6,False,False
303,308,1065,25,True,True
333,338,1211,25,True,True
80,83,308,9,False,False
74,77,315,6,False,False
91,93,324,6,False,False
85,86,337,7,False,False
87,86,342,7,False,False
96,96,341,7,False,False
90,93,304,7,False,False
96,99,350,7,False,False
88,89,331,7,False,False
85,85,313,6,False,False
87,90,351,7,False,False
84,85,314,7,False,False
84,85,324,7,False,False
80,82,345,7,False,False
78,84,322,7,False,False
77,81,323,7,False,False
91,94,328,7,False,False
95,96,359,8,False,False
97,93,332,7,False,False
85,89,336,7,False,False
87,87,331,7,False,False
90,81,306,6,False,False
75,78,302,6,False,False
84,85,326,7,False,False
81,82,317,7,False,False
103,107,346,9,False,False
254,255,987,20,True,True
77,79,311,8,False,False
82,82,311,7,False,False
98,98,337,7,False,False
86,91,337,8,False,False
85,90,318,7,False,False
81,82,305,6,False,False
78,84,308,6,False,False
86,87,317,7,False,False
98,97,336,7,False,False
99,101,348,7,False,False
89,89,331,7,False,False
96,99,340,7,False,False
89,94,325,6,False,False
86,88,307,6,False,False
81,86,315,6,False,False
97,97,341,7,False,False
101,101,357,7,False,False
85,89,320,7,False,False
95,92,329,7,False,False
92,93,330,8,False,False
379,386,1400,28,True,True
74,73,316,7,False,False
84,87,320,7,False,False
78,81,307,6,False,False
90,91,338,7,False,False
78,83,306,6,False,False
89,95,351,7,False,False
88,90,328,7,False,False
94,95,335,7,False,False
95,93,348,7,False,False
87,88,314,7,False,False
91,89,338,7,False,False
74,78,328,6,False,False
89,93,329,7,False,False
91,90,324,7,False,False
87,87,334,7,False,False
86,90,325,7,False,False
175,91,499,8,True,False
314,321,1224,24,True,True
94,91,324,8,False,False
95,94,333,8,False,False
93,92,320,7,False,False
86,87,320,7,False,False
88,87,338,7,False,False
98,102,342,7,False,False
93,92,335,7,False,False
86,88,330,7,False,False
99,98,335,7,False,False
85,87,318,7,False,False
80,81,328,7,False,False
88,88,334,7,False,False
90,97,323,7,False,False
84,81,305,7,False,False
187,191,679,15,True,True
159,165,573,11,True,True
85,94,346,7,False,False
88,92,318,6,False,False
86,88,332,7,False,False
81,87,314,6,False,False
83,93,338,7,False,False
94,99,330,7,False,False
249,255,946,20,True,True
72,78,304,8,False,False
87,91,309,6,False,False
88,95,325,7,False,False
86,89,307,6,False,False
81,83,319,7,False,False
87,88,309,7,False,False
84,87,309,7,False,False
80,80,315,6,False,False
96,99,315,7,False,False
93,94,325,7,False,False
171,176,629,13,True,True
431,462,1554,34,True,True
76,81,306,7,False,False
91,91,339,7,False,False
93,96,330,7,False,False
90,89,309,6,False,False
99,97,344,7,False,False
81,81,322,7,False,False
80,87,348,9,False,False
97,106,343,7,False,False
96,95,342,7,False,False
87,88,310,6,False,False
84,81,303,6,False,False
90,94,347,7,False,False
87,89,337,7,False,False
86,92,328,6,False,False
92,95,308,6,False,False
99,99,344,7,False,False
94,95,328,7,False,False
93,95,334,6,False,False
83,93,352,6,False,False
90,94,314,7,False,False
83,88,309,6,False,False
74,75,304,6,False,False
89,89,302,7,False,False
92,90,320,7,False,False
87,90,303,7,False,False
84,86,335,7,False,False
93,91,326,7,False,False
83,85,335,7,False,False
84,87,329,7,False,False
84,88,304,6,False,False
84,83,325,7,False,False
83,85,302,6,False,False
74,77,313,6,False,False
87,90,340,7,False,False
101,101,339,7,False,False
88,93,311,8,False,False
97,93,329,7,False,False
91,92,335,7,False,False
85,87,331,7,False,False
99,98,338,6,False,False
82,82,304,6,False,False
93,93,340,7,False,False
97,110,358,7,False,False
83,90,334,7,False,False
91,98,323,7,False,False
91,93,339,7,False,False
83,81,310,7,False,False
99,97,345,7,False,False
89,93,341,7,False,False
86,87,307,7,False,False
83,85,304,6,False,False
85,84,315,6,False,False
80,79,301,6,False,False
175,91,499,8,True,False
155,162,573,13,True,True
84,88,321,8,False,False
86,95,342,7,False,False
79,81,307,6,False,False
96,92,324,7,False,False
88,89,324,7,False,False
92,95,356,7,False,False
82,81,326,7,False,False
88,89,326,6,False,False
83,89,319,8,False,False
95,96,319,6,False,False
90,94,336,8,False,False
95,93,343,7,False,False
87,95,323,7,False,False
78,78,301,7,False,False
82,82,313,7,False,False
85,86,317,6,False,False
81,82,312,6,False,False
80,81,320,6,False,False
92,94,334,7,False,False
94,95,338,7,False,False
92,94,338,7,False,False
85,86,305,6,False,False
94,94,335,7,False,False
78,83,307,6,False,False
90,93,315,6,False,False
88,95,333,7,False,False
97,100,334,8,False,False
89,88,319,7,False,False
95,99,355,7,False,False
86,90,316,7,False,False
92,90,301,7,False,False
87,89,329,7,False,False
81,85,328,7,False,False
86,91,345,7,False,False
83,84,302,6,False,False
91,92,329,7,False,False
82,84,322,8,False,False
75,77,308,6,False,False
85,92,335,7,False,False
92,100,339,7,False,False
88,97,322,7,False,False
79,87,319,7,False,False
88,90,340,7,False,False
90,89,322,7,False,False
88,88,315,7,False,False
93,96,320,7,False,False
93,93,347,7,False,False
79,87,337,7,False,False
88,89,314,7,False,False
83,84,304,6,False,False
91,93,326,7,False,False
243,251,897,19,True,True
81,90,308,6,False,False
96,97,315,6,False,False
85,89,336,8,False,False
94,95,318,7,False,False
91,93,334,7,False,False
88,95,337,7,False,False
95,98,344,7,False,False
86,93,330,7,False,False
87,92,330,7,False,False
82,82,315,6,False,False
102,103,347,7,False,False
80,81,301,6,False,False
80,84,327,7,False,False
78,88,303,7,False,False
91,93,338,7,False,False
69,71,306,6,False,False
87,90,308,6,False,False
90,93,307,7,False,False
90,92,319,7,False,False
103,110,351,7,False,False
105,104,334,8,False,False
93,96,331,7,False,False
84,91,343,8,False,False
89,96,311,7,False,False
80,81,308,7,False,False
91,94,342,7,False,False
92,91,322,7,False,False
94,96,351,7,False,False
99,99,345,7,False,False
84,87,337,7,False,False
87,90,343,7,False,False
90,89,335,7,False,False
86,88,337,7,False,False
75,78,302,6,False,False
80,80,302,7,False,False
88,87,331,7,False,False
90,94,330,7,False,False
98,99,343,7,False,False
80,83,311,7,False,False
87,92,334,7,False,False
81,83,335,7,False,False
249,252,921,19,True,True
175,91,499,8,True,False
98,99,361,12,False,False
238,256,814,20,True,True
85,90,339,8,False,False
89,96,318,7,False,False
85,87,326,6,False,False
96,97,301,7,False,False
83,84,303,6,False,False
91,98,340,7,False,False
79,80,309,7,False,False
82,85,313,7,False,False
75,79,301,7,False,False
87,87,329,8,False,False
88,88,328,7,False,False
92,93,308,7,False,False
85,87,319,7,False,False
94,93,330,6,False,False
358,374,1250,28,True,True
83,87,314,6,False,False
91,92,315,6,False,False
98,98,330,6,False,False
89,87,335,7,False,False
100,100,351,6,False,False
74,77,310,6,False,False
85,86,309,7,False,False
65,66,308,6,False,False
94,93,319,7,False,False
81,82,311,7,False,False
90,88,326,7,False,False
91,90,334,7,False,False
98,99,339,7,False,False
87,90,304,7,False,False
87,88,305,6,False,False
88,88,308,7,False,False
97,101,351,7,False,False
88,89,304,6,False,False
86,90,313,8,False,False
76,73,304,6,False,False
97,99,346,8,False,False
91,94,330,8,False,False
90,90,319,7,False,False
88,89,333,6,False,False
99,102,351,8,False,False
96,98,325,8,False,False
84,85,318,8,False,False
91,95,333,7,False,False
105,107,333,7,False,False
102,102,338,7,False,False
95,93,336,6,False,False
92,94,303,7,False,False
96,96,340,8,False,False
81,82,305,8,False,False
88,88,331,7,False,False
72,76,327,7,False,False
83,85,322,7,False,False
88,88,319,7,False,False
86,89,315,7,False,False
105,105,341,8,False,False
93,97,343,8,False,False
97,98,342,7,False,False
91,91,312,6,False,False
90,87,328,7,False,False
289,294,982,20,True,True
86,87,325,8,False,False
80,83,322,6,False,False
88,91,302,5,False,False
98,99,331,8,False,False
88,90,313,7,False,False
95,98,321,7,False,False
89,90,318,8,False,False
433,445,1548,34,True,True
122,125,410,10,False,False
159,158,515,11,True,True
123,126,480,9,False,False
314,318,1061,23,True,True
175,91,499,8,True,False
75,75,315,8,False,False
89,91,307,6,False,False
92,90,354,7,False,False
81,87,320,7,False,False
86,89,317,6,False,False
98,108,342,6,False,False
100,100,347,7,False,False
84,82,330,7,False,False
102,99,358,7,False,False
98,98,308,8,False,False
103,94,346,7,False,False
82,88,305,8,False,False
94,99,343,7,False,False
97,100,355,7,False,False
97,98,345,7,False,False
78,85,320,7,False,False
80,84,325,7,False,False
82,86,333,7,False,False
91,97,352,6,False,False
79,83,311,5,False,False
97,107,343,7,False,False
81,79,309,6,False,False
80,83,339,5,False,False
82,87,315,6,False,False
88,93,349,7,False,False
96,97,327,7,False,False
85,90,338,6,False,False
92,96,349,6,False,False
72,72,320,7,False,False
90,94,336,7,False,False
86,88,323,7,False,False
94,94,328,7,False,False
85,87,320,7,False,False
86,89,335,7,False,False
92,94,329,6,False,False
86,87,335,7,False,False
96,96,327,7,False,False
90,89,332,7,False,False
263,261,958,21,True,True
87,87,333,7,False,False
80,79,312,7,False,False
82,82,303,7,False,False
86,86,308,7,False,False
96,95,351,7,False,False
102,105,346,7,False,False
94,93,323,7,False,False
92,94,324,7,False,False
83,84,313,7,False,False
93,94,356,7,False,False
84,86,320,7,False,False
86,87,310,7,False,False
321,323,1169,25,True,True
77,77,316,8,False,False
80,79,302,7,False,False
88,88,335,7,False,False
83,84,349,7,False,False
90,89,331,7,False,False
100,100,333,7,False,False
83,83,301,8,False,False
95,92,330,7,False,False
70,71,314,6,False,False
89,90,308,8,False,False
92,93,316,7,False,False
86,92,325,7,False,False
68,73,342,6,False,False
93,96,332,7,False,False
90,92,304,7,False,False
99,102,303,6,False,False
97,105,343,7,False,False
90,92,301,5,False,False
98,98,336,7,False,False
87,90,312,7,False,False
96,97,338,7,False,False
102,102,346,6,False,False
83,85,325,6,False,False
104,106,334,7,False,False
97,104,360,7,False,False
100,104,326,7,False,False
93,93,315,7,False,False
90,94,315,7,False,False
97,96,328,7,False,False
89,88,336,7,False,False
82,79,349,7,False,False
88,89,308,7,False,False
92,94,328,7,False,False
84,81,308,6,False,False
98,99,341,7,False,False
89,87,301,7,False,False
81,82,309,6,False,False
90,88,342,8,False,False
103,105,352,8,False,False
94,99,336,5,False,False
96,96,313,8,False,False
82,84,304,7,False,False
88,89,314,7,False,False
109,106,351,8,False,False
91,87,302,7,False,False
80,78,301,8,False,False
175,91,499,8,True,False
94,91,305,7,False,False
98,97,348,8,False,False
95,93,333,7,False,False
83,83,303,7,False,False
77,78,335,7,False,False
84,84,316,6,False,False
78,80,333,7,False,False
87,86,323,7,False,False
100,104,327,8,False,False
93,94,339,7,False,False
78,80,319,6,False,False
84,87,303,7,False,False
82,86,316,7,False,False
92,91,330,8,False,False
92,93,343,8,False,False
87,88,311,6,False,False
86,87,334,7,False,False
78,77,314,8,False,False
91,93,303,7,False,False
111,110,352,9,False,False
98,97,327,7,False,False
100,101,325,7,False,False
96,101,347,7,False,False
88,90,308,9,False,False
82,84,309,6,False,False
95,98,337,8,False,False
84,87,312,6,False,False
412,415,1505,31,True,True
76,76,328,8,False,False
87,89,301,7,False,False
74,74,310,6,False,False
87,89,343,7,False,False
104,101,326,7,False,False
91,95,327,7,False,False
88,87,301,7,False,False
93,90,337,7,False,False
94,97,340,7,False,False
98,99,345,7,False,False
99,98,344,8,False,False
89,93,315,7,False,False
85,89,322,7,False,False
95,97,313,7,False,False
91,93,310,7,False,False
98,96,338,7,False,False
94,96,347,7,False,False
94,97,350,8,False,False
88,88,305,7,False,False
92,93,319,7,False,False
93,91,337,7,False,False
102,102,321,7,False,False
101,103,344,7,False,False
88,85,324,7,False,False
430,434,1493,34,True,True
328,333,1228,27,True,True
90,88,328,7,False,False
94,98,329,7,False,False
96,102,351,7,False,False
85,86,332,7,False,False
90,88,338,7,False,False
93,93,319,6,False,False
95,95,347,8,False,False
96,100,339,7,False,False
90,90,335,8,False,False
95,96,339,7,False,False
84,85,329,7,False,False
85,85,316,7,False,False
90,93,335,7,False,False
93,95,330,7,False,False
89,85,301,6,False,False
95,97,345,8,False,False
91,90,318,7,False,False
97,94,309,7,False,False
93,94,332,7,False,False
82,82,325,7,False,False
87,87,326,7,False,False
89,94,328,7,False,False
86,88,317,7,False,False
87,88,333,7,False,False
90,90,345,7,False,False
85,85,327,7,False,False
81,82,306,6,False,False
113,114,355,10,False,False
89,90,318,8,False,False
94,94,354,7,False,False
89,87,328,7,False,False
90,95,333,7,False,False
99,100,331,7,False,False
90,99,339,7,False,False
83,88,358,7,False,False
82,82,302,7,False,False
85,86,308,7,False,False
93,93,341,8,False,False
90,90,305,7,False,False
365,371,1382,30,True,True
100,102,347,7,False,False
212,212,843,19,True,True
80,80,312,10,False,False
154,154,567,13,True,True
399,414,1380,27,True,True
175,91,499,8,True,False
364,369,1346,26,True,True
75,75,323,9,False,False
83,83,301,7,False,False
87,86,324,7,False,False
106,100,328,7,False,False
89,91,353,7,False,False
79,83,319,6,False,False
91,93,356,6,False,False
80,88,326,5,False,False
95,94,317,6,False,False
106,108,354,6,False,False
83,85,312,6,False,False
85,94,343,6,False,False
103,107,349,8,False,False
82,85,304,5,False,False
77,84,334,5,False,False
86,89,321,6,False,False
73,77,305,6,False,False
81,85,305,6,False,False
77,75,320,7,False,False
77,77,319,7,False,False
82,81,302,6,False,False
77,82,313,7,False,False
78,81,318,7,False,False
100,104,335,7,False,False
90,93,319,7,False,False
83,83,312,7,False,False
89,87,321,7,False,False
85,91,330,7,False,False
100,102,340,7,False,False
80,85,308,6,False,False
89,92,312,6,False,False
275,278,985,19,True,True
136,135,523,11,True,True
76,75,312,7,False,False
86,83,305,7,False,False
96,94,345,8,False,False
82,82,315,6,False,False
93,95,333,5,False,False
107,110,363,7,False,False
102,100,387,8,False,False
184,184,607,12,True,True
118,118,433,9,False,False
85,90,319,7,False,False
92,93,338,7,False,False
92,91,340,7,False,False
101,105,343,7,False,False
96,96,367,6,False,False
91,91,353,6,False,False
95,94,326,7,False,False
143,152,575,13,True,True
79,80,312,7,False,False
160,168,666,10,True,True
95,91,326,8,False,False
85,90,319,7,False,False
84,85,314,7,False,False
90,92,332,7,False,False
77,89,320,6,False,False
80,80,336,5,False,False
85,90,329,6,False,False
95,102,339,5,False,False
94,100,353,6,False,False
86,87,301,6,False,False
83,88,328,5,False,False
87,94,333,5,False,False
84,91,335,5,False,False
82,86,328,5,False,False
80,82,318,5,False,False
75,75,307,5,False,False
87,90,319,7,False,False
102,102,348,7,False,False
88,87,335,7,False,False
93,96,345,8,False,False
81,82,323,7,False,False
99,101,338,7,False,False
95,98,334,5,False,False
94,102,347,6,False,False
90,95,315,7,False,False
88,90,311,7,False,False
77,81,317,5,False,False
85,86,311,7,False,False
100,104,335,7,False,False
94,91,306,7,False,False
100,102,345,8,False,False
95,97,309,6,False,False
86,86,310,8,False,False
80,81,351,6,False,False
78,82,308,6,False,False
89,90,316,7,False,False
256,255,908,19,True,True
207,209,804,16,True,True
81,79,345,7,False,False
125,127,463,10,False,False
318,321,1171,26,True,True
279,280,944,20,True,True
175,91,499,8,True,False
80,82,305,8,False,False
