n_uni_tokens,n_bpe_tokens,n_chars,n_lines,valid_uni_chunk,valid_bpe_chunk
88,87,307,7,False,False
96,97,332,9,False,False
137,135,471,10,True,True
95,98,320,9,False,False
175,91,499,8,True,False
354,354,1190,31,True,True
314,317,1053,23,True,True
76,76,312,8,False,False
98,94,310,7,False,False
86,91,324,7,False,False
101,99,345,9,False,False
105,105,360,9,False,False
92,91,309,7,False,False
86,90,302,6,False,False
96,102,317,8,False,False
99,102,330,7,False,False
113,115,394,9,False,False
160,166,564,16,True,True
254,279,947,21,True,True
319,325,1102,27,True,True
293,303,1026,17,True,True
331,361,1203,19,True,True
167,176,692,13,True,True
87,81,339,10,False,False
88,88,311,6,False,False
89,90,305,7,False,False
86,85,309,7,False,False
86,88,307,6,False,False
94,94,306,6,False,False
89,90,302,7,False,False
89,89,310,7,False,False
91,92,309,8,False,False
206,210,721,14,True,True
102,98,344,12,False,False
77,82,311,6,False,False
88,92,304,6,False,False
97,102,340,7,False,False
86,91,311,7,False,False
94,97,341,7,False,False
83,83,313,7,False,False
88,89,317,8,False,False
86,83,304,8,False,False
85,90,301,8,False,False
138,133,449,10,True,True
175,91,499,8,True,False
82,80,326,7,False,False
87,90,326,8,False,False
98,93,330,8,False,False
88,94,327,7,False,False
98,99,325,8,False,False
90,88,338,7,False,False
91,91,318,8,False,False
80,80,301,7,False,False
97,99,343,7,False,False
382,384,1363,28,True,True
315,321,1178,26,True,True
141,138,474,11,True,True
91,101,345,9,False,False
263,266,1009,24,True,True
345,346,1275,28,True,True
216,213,799,16,True,True
194,197,738,12,True,True
81,83,322,9,False,False
101,102,347,7,False,False
96,96,322,7,False,False
77,84,302,7,False,False
87,94,305,8,False,False
78,83,321,7,False,False
87,89,343,7,False,False
177,183,648,16,True,True
79,87,303,8,False,False
88,87,315,7,False,False
83,91,342,7,False,False
96,104,348,9,False,False
85,83,313,7,False,False
91,97,323,8,False,False
87,87,317,7,False,False
95,96,317,7,False,False
85,86,319,7,False,False
88,88,319,8,False,False
101,100,343,8,False,False
89,89,334,8,False,False
84,83,303,7,False,False
80,83,326,6,False,False
92,94,338,7,False,False
100,94,331,9,False,False
84,87,335,7,False,False
98,96,345,6,False,False
88,87,306,7,False,False
480,471,1407,37,True,True
87,89,301,8,False,False
339,344,1209,28,True,True
86,89,322,8,False,False
98,102,327,9,False,False
98,100,330,7,False,False
89,94,301,6,False,False
89,89,320,7,False,False
104,105,327,8,False,False
99,115,373,9,False,False
150,146,484,12,True,True
175,91,499,8,True,False
273,280,931,29,True,True
115,114,384,9,False,False
113,112,378,9,False,False
84,83,307,11,False,False
106,110,383,9,False,False
109,104,386,10,False,False
146,155,546,11,True,True
94,100,326,7,False,False
97,97,322,7,False,False
87,92,339,7,False,False
91,98,331,7,False,False
83,88,338,7,False,False
83,90,317,7,False,False
100,97,341,7,False,False
95,98,341,7,False,False
86,88,301,6,False,False
87,89,307,7,False,False
97,97,338,7,False,False
84,86,319,7,False,False
82,92,326,7,False,False
92,94,333,7,False,False
97,101,337,8,False,False
92,91,340,7,False,False
87,86,333,7,False,False
91,89,325,7,False,False
98,100,337,7,False,False
74,78,307,6,False,False
82,84,326,7,False,False
82,85,312,7,False,False
85,87,334,7,False,False
87,88,337,6,False,False
98,96,318,7,False,False
113,115,363,7,False,False
87,88,318,7,False,False
106,114,325,7,False,False
109,112,360,9,False,False
95,96,330,7,False,False
99,105,336,7,False,False
415,423,1346,32,True,True
92,88,347,6,False,False
103,104,338,6,False,False
99,101,338,7,False,False
117,112,314,8,False,False
83,87,303,7,False,False
123,128,335,9,False,True
103,98,303,6,False,False
395,427,1378,24,True,True
85,89,324,6,False,False
167,168,530,13,True,True
361,377,1309,24,True,True
78,82,350,7,False,False
96,96,335,6,False,False
79,81,323,6,False,False
95,98,303,7,False,False
100,99,339,7,False,False
95,98,320,8,False,False
97,105,352,8,False,False
101,102,333,7,False,False
92,95,341,7,False,False
107,108,336,7,False,False
88,89,309,6,False,False
94,93,338,7,False,False
86,86,312,6,False,False
93,93,331,8,False,False
99,104,353,8,False,False
91,93,319,6,False,False
97,96,312,7,False,False
101,100,337,7,False,False
107,110,322,7,False,False
87,90,325,7,False,False
106,107,340,6,False,False
94,101,341,7,False,False
81,82,310,6,False,False
78,81,303,6,False,False
92,93,325,7,False,False
110,104,323,7,False,False
87,90,307,7,False,False
98,97,341,7,False,False
97,94,329,6,False,False
390,400,1321,27,True,True
83,84,320,6,False,False
83,88,320,6,False,False
88,93,302,6,False,False
91,94,321,6,False,False
79,84,318,7,False,False
87,93,330,6,False,False
90,95,315,7,False,False
81,84,311,6,False,False
110,107,355,6,False,False
96,96,335,6,False,False
78,81,313,6,False,False
95,95,324,7,False,False
89,91,307,6,False,False
92,95,351,9,False,False
84,84,305,7,False,False
108,106,329,6,False,False
97,98,341,8,False,False
93,93,321,7,False,False
90,89,305,6,False,False
85,90,317,6,False,False
99,99,340,7,False,False
90,90,340,8,False,False
97,100,344,7,False,False
91,94,342,7,False,False
69,71,309,6,False,False
103,104,340,8,False,False
101,99,341,8,False,False
99,91,358,6,False,False
91,89,309,6,False,False
92,92,330,6,False,False
84,87,325,7,False,False
82,85,310,6,False,False
87,90,309,6,False,False
101,100,352,7,False,False
101,103,346,7,False,False
91,87,303,6,False,False
91,92,324,7,False,False
84,88,311,7,False,False
89,88,317,6,False,False
97,105,325,7,False,False
83,90,329,7,False,False
93,95,333,7,False,False
98,100,341,7,False,False
87,86,333,6,False,False
91,97,313,7,False,False
98,101,315,7,False,False
97,98,336,7,False,False
104,106,358,8,False,False
98,98,339,6,False,False
87,89,325,6,False,False
88,89,316,6,False,False
88,92,317,6,False,False
76,80,330,8,False,False
98,108,337,7,False,False
95,101,336,9,False,False
90,88,314,5,False,False
89,98,323,5,False,False
79,84,302,5,False,False
77,85,313,5,False,False
87,97,336,5,False,False
81,89,333,5,False,False
83,85,332,5,False,False
94,104,335,5,False,False
104,102,342,7,False,False
95,100,327,5,False,False
90,95,316,5,False,False
122,119,347,7,False,False
101,109,318,7,False,False
111,113,334,6,False,False
108,111,327,7,False,False
509,507,1559,26,True,True
175,91,499,8,True,False
94,102,346,9,False,False
104,107,349,7,False,False
89,91,353,7,False,False
99,100,331,7,False,False
100,101,347,7,False,False
91,96,332,7,False,False
93,94,329,7,False,False
97,96,329,7,False,False
84,80,308,7,False,False
81,89,318,7,False,False
80,80,302,7,False,False
99,104,340,8,False,False
89,96,318,7,False,False
105,102,348,7,False,False
87,93,307,7,False,False
87,87,316,6,False,False
89,90,340,6,False,False
94,95,324,6,False,False
85,89,321,6,False,False
91,93,340,7,False,False
95,97,332,7,False,False
98,102,319,7,False,False
94,96,345,7,False,False
98,100,343,7,False,False
85,88,311,7,False,False
82,83,318,6,False,False
85,91,328,7,False,False
100,99,324,7,False,False
103,100,352,7,False,False
101,89,311,7,False,False
80,83,304,7,False,False
91,98,317,8,False,False
93,93,309,7,False,False
103,105,330,8,False,False
94,98,310,7,False,False
106,109,331,7,False,False
89,85,304,6,False,False
91,97,348,7,False,False
98,99,333,6,False,False
90,99,333,7,False,False
97,99,337,7,False,False
91,86,334,8,False,False
105,94,319,8,False,False
102,97,339,9,False,False
91,96,311,6,False,False
105,106,324,9,False,False
100,101,330,7,False,False
87,84,315,6,False,False
495,504,1696,33,True,True
322,303,1151,23,True,True
332,336,1118,17,True,True
89,95,363,8,False,False
87,93,302,6,False,False
84,91,310,5,False,False
79,87,324,6,False,False
80,88,301,5,False,False
87,92,334,5,False,False
95,95,323,6,False,False
116,112,334,5,False,False
83,82,306,5,False,False
86,87,353,6,False,False
99,97,327,6,False,False
103,102,321,7,False,False
117,122,369,8,False,False
106,109,335,7,False,False
281,291,938,17,True,True
104,106,360,6,False,False
100,97,330,8,False,False
97,99,339,6,False,False
90,88,312,6,False,False
116,117,337,7,False,False
99,93,302,6,False,False
85,88,312,6,False,False
131,125,360,6,True,False
113,109,319,6,False,False
100,102,325,5,False,False
85,85,312,7,False,False
110,110,341,6,False,False
81,85,301,6,False,False
106,104,326,6,False,False
99,100,306,5,False,False
85,86,342,8,False,False
99,102,352,7,False,False
94,95,310,8,False,False
88,87,310,7,False,False
86,84,314,6,False,False
103,104,335,8,False,False
102,99,344,7,False,False
81,90,329,6,False,False
97,101,337,5,False,False
106,104,334,5,False,False
119,119,345,5,False,False
87,94,332,5,False,False
87,94,306,8,False,False
91,93,329,6,False,False
84,87,313,6,False,False
85,86,330,7,False,False
98,98,345,7,False,False
92,92,338,7,False,False
84,85,331,6,False,False
100,105,350,7,False,False
82,83,304,6,False,False
110,112,374,8,False,False
175,91,499,8,True,False
94,92,321,8,False,False
100,102,338,7,False,False
99,97,302,7,False,False
118,112,324,7,False,False
107,118,360,7,False,False
88,90,330,6,False,False
89,89,325,7,False,False
100,101,348,8,False,False
81,95,317,7,False,False
112,117,358,6,False,False
72,78,301,5,False,False
106,110,356,7,False,False
100,106,340,7,False,False
99,99,317,7,False,False
100,103,340,6,False,False
94,92,326,6,False,False
89,89,305,6,False,False
99,101,335,7,False,False
90,104,314,5,False,False
114,125,341,6,False,False
102,103,347,7,False,False
104,109,329,8,False,False
103,101,311,7,False,False
84,85,322,6,False,False
102,101,324,7,False,False
98,104,319,7,False,False
95,94,338,5,False,False
87,95,328,5,False,False
100,105,349,6,False,False
175,91,499,8,True,False
85,84,306,8,False,False
89,92,304,7,False,False
89,99,325,6,False,False
84,88,312,6,False,False
81,86,317,6,False,False
91,98,331,7,False,False
96,98,330,8,False,False
89,92,314,6,False,False
86,85,316,7,False,False
93,97,310,8,False,False
94,93,330,7,False,False
101,102,357,6,False,False
94,93,314,9,False,False
87,88,359,8,False,False
83,87,332,7,False,False
83,88,328,7,False,False
97,101,337,9,False,False
86,86,340,7,False,False
77,83,304,7,False,False
77,85,313,7,False,False
87,87,320,7,False,False
92,92,319,8,False,False
87,89,307,6,False,False
86,87,318,6,False,False
88,88,322,7,False,False
98,99,352,7,False,False
93,94,319,6,False,False
149,157,584,13,True,True
83,83,309,7,False,False
84,85,309,7,False,False
86,89,312,7,False,False
94,98,342,7,False,False
87,86,325,6,False,False
85,88,313,7,False,False
90,90,353,7,False,False
92,91,326,7,False,False
80,82,318,7,False,False
93,93,322,7,False,False
81,86,330,7,False,False
85,92,325,7,False,False
175,91,499,8,True,False
112,106,343,8,False,False
97,100,341,5,False,False
89,97,336,5,False,False
75,79,315,5,False,False
91,93,335,6,False,False
86,90,303,7,False,False
83,91,308,7,False,False
92,98,306,9,False,False
84,93,317,5,False,False
97,99,340,7,False,False
85,90,319,5,False,False
72,75,316,6,False,False
81,82,313,6,False,False
103,102,326,7,False,False
99,103,330,7,False,False
100,108,338,7,False,False
91,95,341,6,False,False
90,94,338,5,False,False
93,93,302,6,False,False
96,98,317,8,False,False
104,103,331,7,False,False
104,104,335,8,False,False
94,95,313,7,False,False
83,100,307,6,False,False
92,97,323,7,False,False
445,457,1630,33,True,True
83,94,315,7,False,False
86,94,303,5,False,False
95,104,330,6,False,False
121,122,360,10,False,False
98,99,329,5,False,False
86,93,341,5,False,False
112,109,322,8,False,False
106,112,343,7,False,False
84,85,318,6,False,False
85,88,304,6,False,False
91,96,331,6,False,False
100,110,360,7,False,False
93,102,341,7,False,False
89,97,318,7,False,False
88,91,309,7,False,False
92,92,328,7,False,False
82,81,303,6,False,False
89,89,330,7,False,False
93,93,318,7,False,False
86,84,328,6,False,False
85,90,304,7,False,False
88,90,316,6,False,False
101,101,341,7,False,False
96,94,337,7,False,False
90,89,318,7,False,False
88,89,340,7,False,False
96,94,329,7,False,False
90,91,339,7,False,False
95,99,339,7,False,False
92,90,317,7,False,False
93,93,308,6,False,False
90,90,318,6,False,False
91,93,330,7,False,False
85,88,310,7,False,False
92,96,333,7,False,False
90,95,305,6,False,False
77,84,302,6,False,False
82,88,314,7,False,False
89,93,328,7,False,False
175,91,499,8,True,False
105,114,367,13,False,False
136,142,425,13,True,True
535,511,1769,39,True,True
98,95,335,10,False,False
93,91,302,7,False,False
95,92,309,7,False,False
106,101,319,7,False,False
95,91,312,8,False,False
101,100,323,8,False,False
421,414,1485,36,True,True
96,89,322,6,False,False
134,132,398,11,True,True
105,98,351,8,False,False
105,103,343,7,False,False
99,99,321,8,False,False
98,94,314,7,False,False
94,92,308,6,False,False
97,97,338,7,False,False
90,88,302,7,False,False
96,94,339,8,False,False
111,103,347,8,False,False
90,88,320,7,False,False
108,103,329,7,False,False
89,89,344,7,False,False
91,85,303,6,False,False
90,87,311,7,False,False
88,87,310,6,False,False
90,88,311,7,False,False
99,93,304,9,False,False
77,81,369,6,False,False
106,102,397,8,False,False
76,79,312,7,False,False
101,93,314,8,False,False
107,103,334,8,False,False
98,94,301,8,False,False
107,105,343,7,False,False
108,100,344,8,False,False
99,95,306,9,False,False
98,90,328,8,False,False
92,86,325,7,False,False
92,84,329,7,False,False
91,86,312,7,False,False
109,107,328,7,False,False
94,93,332,7,False,False
104,94,335,6,False,False
97,94,322,7,False,False
98,97,304,6,False,False
97,91,315,6,False,False
81,81,310,7,False,False
114,110,383,8,False,False
95,92,364,9,False,False
273,258,978,20,True,True
223,214,785,17,True,True
81,78,302,7,False,False
287,281,938,22,True,True
268,260,903,22,True,True
175,91,499,8,True,False
102,103,363,7,False,False
93,97,324,7,False,False
89,86,322,7,False,False
98,99,305,8,False,False
110,102,337,8,False,False
93,89,325,7,False,False
100,95,305,8,False,False
110,109,344,7,False,False
116,113,352,8,False,False
100,97,351,7,False,False
90,84,316,7,False,False
80,79,314,7,False,False
311,296,965,23,True,True
246,234,873,18,True,True
136,123,492,8,True,False
88,90,333,8,False,False
96,90,302,6,False,False
83,80,316,7,False,False
87,84,355,6,False,False
125,114,336,6,False,False
100,96,330,7,False,False
92,90,339,8,False,False
100,95,315,8,False,False
94,88,333,8,False,False
100,98,315,8,False,False
88,81,324,7,False,False
117,106,305,7,False,False
98,96,316,8,False,False
104,98,332,7,False,False
98,99,333,7,False,False
102,99,315,7,False,False
110,103,328,6,False,False
94,91,327,6,False,False
92,88,319,6,False,False
97,95,319,6,False,False
109,102,337,7,False,False
123,120,366,7,False,False
101,102,332,8,False,False
101,93,322,7,False,False
115,114,349,9,False,False
97,96,319,5,False,False
112,107,320,7,False,False
107,110,337,5,False,False
99,89,302,9,False,False
115,106,351,7,False,False
95,95,321,7,False,False
105,97,325,8,False,False
106,102,302,7,False,False
109,101,316,7,False,False
102,93,322,7,False,False
87,87,337,7,False,False
93,89,309,7,False,False
91,90,311,7,False,False
100,98,302,7,False,False
89,88,302,6,False,False
106,99,329,7,False,False
102,101,325,9,False,False
91,87,326,8,False,False
90,82,308,7,False,False
96,91,319,7,False,False
97,93,311,8,False,False
100,95,325,7,False,False
96,94,326,8,False,False
128,120,480,11,True,False
313,303,979,22,True,True
98,103,361,11,False,False
98,98,337,7,False,False
98,90,329,7,False,False
107,104,344,9,False,False
107,104,358,8,False,False
109,106,325,7,False,False
89,86,314,6,False,False
111,106,343,8,False,False
77,79,312,6,False,False
459,446,1543,37,True,True
86,84,316,9,False,False
98,97,312,8,False,False
103,101,355,7,False,False
99,92,330,8,False,False
109,103,354,7,False,False
105,97,347,8,False,False
438,416,1503,33,True,True
91,96,321,9,False,False
86,80,332,8,False,False
92,90,319,7,False,False
103,99,327,6,False,False
105,102,309,5,False,False
96,93,302,6,False,False
98,95,312,7,False,False
102,97,334,8,False,False
90,86,306,6,False,False
115,112,322,8,False,False
110,106,347,8,False,False
95,92,302,8,False,False
123,120,431,9,False,False
175,91,499,8,True,False
91,85,347,9,False,False
99,97,315,7,False,False
100,97,341,7,False,False
90,89,310,7,False,False
111,107,354,8,False,False
98,95,366,6,False,False
104,100,330,9,False,False
105,103,349,7,False,False
98,95,311,6,False,False
100,104,358,7,False,False
104,102,318,10,False,False
100,90,315,6,False,False
89,85,314,7,False,False
102,96,318,7,False,False
228,216,824,18,True,True
170,167,672,12,True,True
459,440,1649,33,True,True
82,87,316,9,False,False
111,109,338,6,False,False
92,87,301,5,False,False
89,92,309,7,False,False
96,96,326,7,False,False
104,108,344,7,False,False
117,117,424,9,False,False
179,177,567,11,True,True
363,355,1188,23,True,True
320,316,1214,22,True,True
91,92,318,10,False,False
84,88,314,8,False,False
106,106,317,9,False,False
103,96,312,7,False,False
101,94,341,7,False,False
95,93,319,7,False,False
93,89,323,7,False,False
115,117,381,8,False,False
207,204,608,12,True,True
138,131,462,9,True,True
87,88,346,6,False,False
116,108,334,6,False,False
105,99,352,6,False,False
103,99,339,5,False,False
99,98,339,5,False,False
107,104,344,6,False,False
109,102,353,7,False,False
99,99,327,6,False,False
87,84,303,5,False,False
100,105,338,5,False,False
94,92,339,6,False,False
114,112,351,7,False,False
103,92,339,7,False,False
99,94,330,6,False,False
89,84,310,7,False,False
102,96,340,7,False,False
100,93,317,6,False,False
95,95,315,8,False,False
364,349,1328,22,True,True
245,249,947,20,True,True
87,85,306,10,False,False
97,92,326,7,False,False
98,90,332,7,False,False
98,92,315,7,False,False
107,94,320,7,False,False
83,81,314,6,False,False
498,479,1657,34,True,True
92,97,309,9,False,False
101,95,345,8,False,False
93,83,318,7,False,False
82,77,304,8,False,False
91,89,332,7,False,False
87,84,309,6,False,False
88,82,306,6,False,False
107,100,317,8,False,False
96,88,306,6,False,False
96,96,312,8,False,False
175,91,499,8,True,False
232,223,763,17,True,True
89,86,314,9,False,False
81,82,305,6,False,False
95,89,325,7,False,False
103,96,345,7,False,False
86,85,307,6,False,False
95,93,306,8,False,False
98,95,324,6,False,False
103,99,326,8,False,False
89,86,312,6,False,False
96,90,323,7,False,False
89,84,310,7,False,False
103,101,338,7,False,False
99,100,344,7,False,False
107,104,341,7,False,False
96,97,342,7,False,False
107,103,322,8,False,False
92,87,306,6,False,False
102,98,350,9,False,False
84,88,303,7,False,False
99,94,310,7,False,False
100,96,332,7,False,False
96,97,303,7,False,False
98,90,302,7,False,False
100,94,320,7,False,False
97,93,336,8,False,False
87,88,304,7,False,False
95,88,309,6,False,False
93,86,315,6,False,False
102,95,314,6,False,False
92,91,318,6,False,False
99,92,342,7,False,False
102,97,348,7,False,False
89,85,305,6,False,False
95,89,302,8,False,False
443,428,1596,32,True,True
98,99,401,9,False,False
86,82,301,6,False,False
88,82,333,7,False,False
97,94,334,7,False,False
96,95,318,8,False,False
127,124,348,12,False,False
102,100,319,8,False,False
320,300,1028,21,True,True
80,81,315,10,False,False
104,98,338,7,False,False
87,84,306,7,False,False
104,102,318,7,False,False
83,77,325,6,False,False
92,87,306,7,False,False
82,82,326,6,False,False
97,99,318,7,False,False
95,93,340,8,False,False
97,93,316,8,False,False
101,97,336,7,False,False
102,104,316,6,False,False
97,94,332,7,False,False
86,81,311,7,False,False
94,89,306,7,False,False
113,109,348,8,False,False
98,91,313,6,False,False
115,106,358,8,False,False
103,100,336,6,False,False
89,89,311,6,False,False
116,113,405,8,False,False
113,107,362,7,False,False
97,100,323,6,False,False
99,98,356,6,False,False
106,103,330,5,False,False
109,106,322,7,False,False
104,109,317,10,False,False
74,65,304,7,False,False
100,96,347,7,False,False
94,87,325,8,False,False
109,104,349,9,False,False
98,95,316,7,False,False
95,95,316,7,False,False
103,99,327,6,False,False
93,89,339,7,False,False
85,84,327,7,False,False
101,93,343,7,False,False
93,93,334,7,False,False
104,97,344,8,False,False
91,87,322,7,False,False
101,100,330,7,False,False
273,258,931,20,True,True
91,93,337,8,False,False
266,262,869,18,True,True
175,91,499,8,True,False
103,104,379,9,False,False
93,92,327,7,False,False
94,93,333,7,False,False
101,102,316,8,False,False
109,110,326,7,False,False
111,108,328,8,False,False
84,85,311,7,False,False
210,200,703,16,True,True
248,242,882,20,True,True
383,363,1254,25,True,True
81,80,324,7,False,False
101,97,340,7,False,False
100,92,313,8,False,False
99,96,324,6,False,False
89,85,307,7,False,False
90,86,314,7,False,False
99,96,340,8,False,False
103,96,339,7,False,False
95,96,327,7,False,False
108,102,349,8,False,False
98,91,328,7,False,False
228,216,770,16,True,True
98,94,347,8,False,False
122,118,419,7,False,False
163,163,548,9,True,True
114,116,410,9,False,False
94,92,369,7,False,False
94,95,312,5,False,False
99,98,318,6,False,False
81,80,334,9,False,False
98,96,327,8,False,False
94,95,316,7,False,False
79,81,309,9,False,False
116,114,349,7,False,False
96,93,344,6,False,False
91,94,338,7,False,False
279,272,945,17,True,True
370,370,1329,24,True,True
92,90,336,7,False,False
448,436,1492,31,True,True
100,94,345,7,False,False
403,389,1424,29,True,True
91,96,321,9,False,False
95,87,360,8,False,False
93,91,317,6,False,False
98,95,310,6,False,False
81,78,327,6,False,False
109,107,344,9,False,False
96,88,326,5,False,False
105,110,359,7,False,False
93,90,319,6,False,False
94,96,327,5,False,False
96,88,337,5,False,False
91,84,322,5,False,False
90,90,339,5,False,False
84,84,319,5,False,False
87,85,302,6,False,False
93,89,356,7,False,False
79,79,342,5,False,False
109,105,362,6,False,False
102,99,356,7,False,False
91,90,314,5,False,False
147,141,563,9,True,True
349,343,1138,23,True,True
312,304,1044,22,True,True
88,84,341,7,False,False
88,85,313,6,False,False
97,97,361,7,False,False
85,85,316,6,False,False
84,83,321,6,False,False
92,92,321,7,False,False
92,86,319,7,False,False
90,82,341,7,False,False
100,94,341,7,False,False
100,92,312,6,False,False
92,92,322,8,False,False
103,98,340,8,False,False
96,90,307,7,False,False
92,88,309,6,False,False
98,92,343,8,False,False
90,85,322,7,False,False
94,89,322,6,False,False
104,102,320,8,False,False
93,88,323,7,False,False
98,96,365,8,False,False
100,93,363,8,False,False
98,94,339,7,False,False
93,88,348,7,False,False
102,99,349,9,False,False
99,97,317,9,False,False
85,80,307,7,False,False
89,85,321,6,False,False
106,102,336,8,False,False
87,87,305,6,False,False
98,94,346,7,False,False
97,91,317,8,False,False
98,92,311,7,False,False
103,96,304,8,False,False
100,98,343,7,False,False
98,95,314,8,False,False
107,97,345,8,False,False
98,95,334,8,False,False
98,91,350,8,False,False
99,96,322,6,False,False
98,92,321,6,False,False
100,91,330,7,False,False
81,82,320,6,False,False
88,85,316,6,False,False
72,72,321,6,False,False
430,423,1535,30,True,True
175,91,499,8,True,False
99,94,325,10,False,False
140,137,469,18,True,True
394,401,1410,30,True,True
94,96,331,8,False,False
90,96,328,7,False,False
86,95,329,7,False,False
85,92,323,7,False,False
94,91,327,6,False,False
89,92,307,7,False,False
100,104,348,8,False,False
115,112,320,8,False,False
106,113,337,6,False,False
181,184,685,15,True,True
266,267,881,18,True,True
290,293,1023,22,True,True
96,101,359,10,False,False
87,88,345,7,False,False
86,85,316,6,False,False
103,102,342,8,False,False
91,93,342,7,False,False
94,94,301,7,False,False
86,87,309,7,False,False
92,92,351,7,False,False
104,104,348,7,False,False
80,81,321,7,False,False
104,107,341,7,False,False
86,86,316,7,False,False
94,93,350,7,False,False
92,97,326,7,False,False
103,108,385,8,False,False
86,88,318,6,False,False
92,90,335,10,False,False
98,98,339,7,False,False
83,83,323,7,False,False
88,88,340,8,False,False
84,85,328,7,False,False
85,85,301,8,False,False
85,92,315,7,False,False
88,91,318,7,False,False
86,87,331,8,False,False
100,101,341,7,False,False
87,92,310,7,False,False
82,82,308,7,False,False
95,94,337,8,False,False
90,95,310,6,False,False
91,88,302,8,False,False
86,86,314,6,False,False
85,85,320,6,False,False
109,111,406,9,False,False
143,147,529,12,True,True
175,91,499,8,True,False
445,471,1536,38,True,True
449,450,1561,32,True,True
78,84,318,8,False,False
101,103,338,8,False,False
137,140,558,14,True,True
91,97,348,9,False,False
92,95,334,8,False,False
89,95,335,8,False,False
88,87,307,7,False,False
91,91,330,8,False,False
87,87,326,7,False,False
95,95,327,7,False,False
88,97,332,9,False,False
77,84,311,7,False,False
76,79,304,8,False,False
89,98,353,6,False,False
436,443,1563,34,True,True
85,89,336,7,False,False
90,91,324,7,False,False
93,95,312,8,False,False
90,92,330,8,False,False
94,97,348,7,False,False
97,101,328,7,False,False
82,87,306,7,False,False
89,90,322,8,False,False
82,86,314,7,False,False
87,87,314,7,False,False
90,92,316,8,False,False
93,93,316,7,False,False
87,89,303,7,False,False
101,101,345,7,False,False
101,102,331,9,False,False
100,101,345,9,False,False
90,91,342,7,False,False
88,91,329,8,False,False
81,83,301,6,False,False
262,267,956,23,True,True
401,412,1463,34,True,True
104,102,371,9,False,False
97,98,346,8,False,False
82,84,315,7,False,False
101,98,317,7,False,False
94,92,329,8,False,False
85,86,339,7,False,False
101,102,365,8,False,False
92,94,329,7,False,False
175,91,499,8,True,False
452,466,1542,31,True,True
82,83,307,7,False,False
132,132,500,11,True,True
91,95,352,10,False,False
76,77,304,7,False,False
102,97,338,7,False,False
107,106,344,8,False,False
99,99,357,7,False,False
83,80,304,7,False,False
95,94,354,7,False,False
91,94,339,7,False,False
104,107,339,8,False,False
91,91,323,8,False,False
89,90,333,7,False,False
95,97,332,7,False,False
93,94,319,7,False,False
90,91,312,7,False,False
80,79,311,6,False,False
86,91,320,8,False,False
95,98,322,7,False,False
90,89,301,6,False,False
95,97,331,7,False,False
92,94,326,7,False,False
80,82,313,7,False,False
83,84,332,6,False,False
93,91,352,7,False,False
80,82,309,6,False,False
80,80,308,7,False,False
81,80,302,7,False,False
86,89,331,8,False,False
81,81,310,7,False,False
89,87,304,7,False,False
76,76,310,6,False,False
101,100,350,7,False,False
93,89,324,8,False,False
92,93,348,8,False,False
83,85,330,5,False,False
95,102,357,6,False,False
90,94,339,5,False,False
88,93,339,5,False,False
85,90,338,5,False,False
78,85,355,6,False,False
80,78,316,7,False,False
279,281,1074,22,True,True
85,92,337,9,False,False
92,91,337,7,False,False
77,78,312,7,False,False
90,91,328,7,False,False
78,80,317,8,False,False
89,91,337,7,False,False
81,82,323,8,False,False
89,91,333,8,False,False
87,89,336,8,False,False
93,94,340,7,False,False
93,94,321,8,False,False
90,92,345,7,False,False
80,81,309,7,False,False
95,104,346,7,False,False
88,88,337,8,False,False
77,77,306,6,False,False
82,82,321,7,False,False
92,95,335,7,False,False
89,89,328,7,False,False
332,334,1242,28,True,True
400,404,1390,32,True,True
87,87,319,7,False,False
87,94,335,7,False,False
96,107,334,8,False,False
97,87,307,6,False,False
87,94,307,8,False,False
100,96,334,7,False,False
85,95,322,7,False,False
94,101,354,8,False,False
89,93,318,7,False,False
75,81,305,7,False,False
78,85,316,6,False,False
79,87,310,6,False,False
86,90,311,8,False,False
87,85,308,7,False,False
202,199,646,15,True,True
94,97,316,6,False,False
175,91,499,8,True,False
371,374,1372,29,True,True
282,288,975,23,True,True
205,215,769,14,True,True
210,209,734,15,True,True
117,121,397,10,False,False
84,93,353,10,False,False
94,96,339,8,False,False
92,89,338,7,False,False
103,103,344,7,False,False
87,96,327,7,False,False
78,86,312,7,False,False
94,96,329,7,False,False
86,88,307,7,False,False
250,257,919,21,True,True
408,412,1489,31,True,True
94,102,404,9,False,False
354,382,1275,27,True,True
81,91,331,8,False,False
93,96,333,7,False,False
91,95,327,8,False,False
95,96,336,8,False,False
90,95,326,7,False,False
78,80,303,7,False,False
88,88,323,7,False,False
88,90,315,7,False,False
98,98,346,7,False,False
87,90,322,7,False,False
95,99,325,7,False,False
89,89,323,7,False,False
78,78,323,7,False,False
83,85,335,7,False,False
84,87,301,6,False,False
86,94,313,7,False,False
103,105,331,7,False,False
92,92,341,8,False,False
92,82,312,7,False,False
90,89,316,7,False,False
94,96,344,8,False,False
98,98,330,7,False,False
86,89,340,7,False,False
84,88,324,7,False,False
90,93,325,8,False,False
96,102,347,8,False,False
80,82,313,7,False,False
79,80,318,7,False,False
79,80,321,7,False,False
93,95,327,7,False,False
87,88,335,7,False,False
89,90,324,7,False,False
89,89,301,8,False,False
88,88,330,7,False,False
234,230,823,19,True,True
142,148,599,13,True,True
148,147,504,11,True,True
202,205,738,15,True,True
401,406,1436,31,True,True
